0       0.5654  3       	0.952	14.6919   
0       0.5654  5       	0.894	13.7532   
0       0.5654  7       	0.728	11.2512   
0       0.5654  9       	0.942	14.5932   
0       0.5654  11      	0.94 	14.6307   
0       0.5654  13      	0.476	7.43952   
0       0.5654  15      	0.938	14.5134   
0       0.5654  20      	0.928	14.3462   
4       0.0731  1       	0.641	6.02561   
6       0.0415  16      	0.215	2.04689   
8       0.0723  18      	0.64 	6.32499   
10      0.0872  14      	0.645	7.15408   
17      0.0697  12      	0.605	4.55855   
19      0.0907  2       	0.733	9.53993   
