0       0.6622  3       	0.938	13.0783   
0       0.6622  4       	0.548	7.63872   
0       0.6622  9       	0.938	13.0583   
0       0.6622  11      	0.74 	10.2978   
0       0.6622  14      	0.74 	10.3272   
0       0.6622  15      	0.922	12.8934   
0       0.6622  16      	0.8  	11.0293   
0       0.6622  17      	0.924	12.8889   
0       0.6622  19      	0.866	12.0663   
0       0.6622  20      	0.914	12.7445   
8       0.0616  5       	0.215	2.20552   
8       0.0616  6       	0.224	2.25971   
12      0.0954  10      	0.578	6.8011    
13      0.0994  1       	0.079	0.724064  
13      0.0994  7       	0.723	7.1818    
18      0.0813  2       	0.368	5.14428   
