0       0.6781  1       	0.962	14.8932   
0       0.6781  3       	0.986	15.282    
0       0.6781  4       	0.794	12.2922   
0       0.6781  7       	0.87 	13.4597   
0       0.6781  8       	0.476	7.28925   
0       0.6781  9       	0.944	14.5683   
0       0.6781  12      	0.93 	14.3492   
0       0.6781  14      	0.564	8.68978   
0       0.6781  15      	0.548	8.61797   
0       0.6781  18      	0.682	10.6145   
0       0.6781  19      	0.95 	14.6647   
6       0.0647  20      	0.068	0.405811  
10      0.0932  5       	0.691	8.25442   
16      0.0437  13      	0.139	1.15263   
17      0.1203  2       	0.574	6.47412   
17      0.1203  11      	0.363	4.27571   
