0       0.8398  1       	0.936	14.8243   
0       0.8398  2       	0.932	14.763    
0       0.8398  3       	0.956	15.1561   
0       0.8398  5       	0.95 	15.0523   
0       0.8398  6       	0.514	8.15446   
0       0.8398  7       	0.962	15.2629   
0       0.8398  8       	0.96 	15.2641   
0       0.8398  9       	0.854	13.517    
0       0.8398  10      	0.592	9.41453   
0       0.8398  12      	0.942	14.8836   
0       0.8398  13      	0.894	14.1351   
0       0.8398  14      	0.958	15.2333   
0       0.8398  15      	0.854	13.55     
0       0.8398  18      	0.954	15.1558   
0       0.8398  19      	0.728	11.4956   
0       0.8398  20      	0.944	14.9489   
4       0.0727  16      	0.535	5.32656   
11      0.0875  17      	0.683	6.9313    
