0       0.6963  1       	0.958	14.7979   
0       0.6963  3       	0.564	8.63771   
0       0.6963  4       	0.938	14.5197   
0       0.6963  5       	0.548	8.45019   
0       0.6963  7       	0.548	8.44618   
0       0.6963  8       	0.466	7.1265    
0       0.6963  9       	0.948	14.5804   
0       0.6963  10      	0.944	14.5561   
0       0.6963  11      	0.772	11.898    
0       0.6963  12      	0.734	11.3684   
0       0.6963  13      	0.514	7.8084    
0       0.6963  17      	0.94 	14.5178   
2       0.0891  18      	0.691	7.28903   
16      0.1053  14      	0.371	3.96754   
16      0.1053  20      	0.468	5.42875   
19      0.1093  6       	0.353	4.55194   
19      0.1093  15      	0.711	9.39104   
