0       0.6056  1       	0.936	14.3412   
0       0.6056  6       	0.922	14.1808   
0       0.6056  9       	0.952	14.6407   
0       0.6056  10      	0.87 	13.4192   
0       0.6056  11      	0.592	9.23761   
0       0.6056  12      	0.954	14.6913   
0       0.6056  16      	0.956	14.7573   
0       0.6056  19      	0.772	11.9984   
2       0.1487  8       	0.499	5.6782    
2       0.1487  13      	0.77 	8.36654   
2       0.1487  14      	0.446	4.92678   
5       0.0912  3       	0.137	1.60829   
5       0.0912  4       	0.506	5.72397   
7       0.0566  17      	0.171	1.66283   
7       0.0566  18      	0.135	1.2618    
15      0.0979  20      	0.729	8.54899   
