0       0.724   2       	0.96 	15.2316   
0       0.724   3       	0.922	14.6217   
0       0.724   4       	0.582	9.23582   
0       0.724   7       	0.604	9.59117   
0       0.724   8       	0.956	15.1509   
0       0.724   10      	0.466	7.30392   
0       0.724   11      	0.952	15.1153   
0       0.724   14      	0.698	11.1543   
0       0.724   15      	0.682	10.8276   
0       0.724   18      	0.794	12.627    
0       0.724   19      	0.942	14.948    
0       0.724   20      	0.626	9.87203   
1       0.1199  5       	0.125	1.78994   
1       0.1199  12      	0.789	11.0464   
16      0.0848  6       	0.213	2.52423   
16      0.0848  13      	0.33 	3.95304   
17      0.0713  9       	0.275	2.7784    
