0       0.7662  1       	0.94 	14.0657   
0       0.7662  3       	0.866	13.0169   
0       0.7662  4       	0.856	12.8497   
0       0.7662  5       	0.078	1.19253   
0       0.7662  6       	0.772	11.5712   
0       0.7662  7       	0.622	9.31639   
0       0.7662  10      	0.69 	10.4265   
0       0.7662  12      	0.944	14.1578   
0       0.7662  13      	0.58 	8.67918   
0       0.7662  14      	0.94 	14.1017   
0       0.7662  16      	0.936	14.0406   
0       0.7662  18      	0.532	8.02431   
0       0.7662  19      	0.83 	12.4276   
0       0.7662  20      	0.846	12.6983   
11      0.0613  17      	0.058	0.600131  
15      0.1725  2       	0.61 	6.88281   
15      0.1725  8       	0.731	9.21766   
15      0.1725  9       	0.674	8.40457   
