0       0.7514  3       	0.948	13.5434   
0       0.7514  4       	0.662	9.54796   
0       0.7514  6       	0.448	6.43913   
0       0.7514  7       	0.936	13.3915   
0       0.7514  9       	0.928	13.2808   
0       0.7514  10      	0.94 	13.4553   
0       0.7514  12      	0.998	14.2774   
0       0.7514  13      	0.958	13.7308   
0       0.7514  14      	0.476	6.8056    
0       0.7514  15      	0.476	6.7704    
0       0.7514  16      	0.83 	11.9116   
0       0.7514  17      	0.682	9.76149   
0       0.7514  18      	0.686	9.84064   
2       0.064   11      	0.063	0.667125  
20      0.1846  1       	0.516	5.76289   
20      0.1846  5       	0.453	5.23223   
20      0.1846  8       	0.379	4.33931   
20      0.1846  19      	0.657	7.28911   
