0      	0.00417313  	90.3085      	0.401594   	13.8095   
7      	0.00481477  	0            	0.96463    	9.99012   
14     	0.0042945   	48.5013      	0.557313   	12.08     
15     	0.00453481  	0            	0.846354   	9.29979   
17     	0.00492526  	70.8905      	0.388237   	10.8275   
0      	0.00394268  	86.2853      	0.439782   	14.6963   
7      	0.00480536  	0            	0.953516   	8.76851   
8      	0.00451501  	1.00067      	1.03402    	10.9383   
9      	0.00459191  	3.89529      	0.997195   	11.3615   
11     	0.00551581  	46.8298      	0.474289   	8.70215   
18     	0.00663953  	0            	0.729927   	5.78183   
0      	0.00374404  	78.6724      	0.504767   	15.4131   
2      	0.00493257  	0            	0.855107   	9.35551   
3      	0.00433247  	0            	0.984067   	10.1439   
4      	0.00369132  	0            	0.936246   	12.5755   
9      	0.00475848  	0            	0.876011   	9.66725   
12     	0.00387344  	0            	0.972516   	12.7104   
0      	0.00374833  	78.7541      	0.500411   	15.473    
18     	0.00462943  	70.6025      	0.400744   	11.8574   
19     	0.00775868  	68.1328      	0.339271   	7.59759   
0      	0.00387404  	83.5617      	0.466431   	15.0164   
11     	0.00343559  	0            	0.902256   	13.1344   
15     	0.00470895  	71.6801      	0.391315   	11.6929   
0      	0.00385877  	83.6204      	0.465027   	15.0327   
6      	0.0045549   	54.2874      	0.498188   	10.6036   
12     	0.00394753  	0            	1.04498    	11.5421   
0      	0.00435139  	92.5754      	0.376172   	13.2567   
7      	0.004391    	0            	0.637349   	10.0028   
14     	0.00449217  	3.64156      	0.785434   	11.5119   
19     	0.00410693  	0            	1.05837    	12.1002   
20     	0.00332716  	0            	0.795107   	11.7968   
0      	0.00438312  	92.7084      	0.37666    	13.2354   
1      	0.00429816  	0            	0.951022   	11.1045   
7      	0.00441487  	0            	1.06635    	10.1461   
8      	0.00363142  	0            	0.850229   	11.9155   
0      	0.00384635  	83.3223      	0.466762   	14.9947   
14     	0.00524161  	3.81917      	0.896337   	10.0457   
15     	0.00365289  	0            	0.875593   	13.2386   
17     	0.00479777  	58.1732      	0.49597    	11.9015   
18     	0.00441234  	42.2347      	0.481155   	10.0886   
0      	0.00385587  	83.3314      	0.464027   	15.0219   
9      	0.00342071  	0            	1.17391    	13.6478   
12     	0.00476245  	0            	0.896287   	10.6465   
14     	0.00598035  	61.1294      	0.395831   	8.84716   
18     	0.00354603  	0            	0.827423   	11.1155   
0      	0.00407701  	88.8503      	0.419256   	14.255    
4      	0.00618377  	57.0727      	0.403155   	9.1593    
14     	0.00720252  	3.01003      	0.613155   	5.92802   
20     	0.00469878  	0            	0.985545   	8.93326   
0      	0.00437452  	92.6531      	0.373054   	13.2347   
13     	0.00569245  	60.8318      	0.446052   	10.454    
14     	0.00358266  	0            	0.799543   	10.6396   
15     	0.00609186  	0            	0.733368   	6.9954    
0      	0.00374765  	78.5672      	0.497721   	15.4682   
5      	0.00633779  	78.1766      	0.327796   	9.01403   
8      	0.00506417  	71.8685      	0.382958   	10.9577   
17     	0.00589404  	0            	0.800915   	7.86645   
0      	0.00373827  	78.6398      	0.502402   	15.4577   
2      	0.00489334  	0            	0.923551   	8.99064   
11     	0.0173936   	0            	0.275229   	2.04537   
15     	0.00452979  	56.2231      	0.463906   	11.8243   
17     	0.0056357   	52.3702      	0.432811   	9.0304    
0      	0.00405626  	88.6477      	0.419891   	14.2142   
12     	0.00565557  	73.6602      	0.349679   	9.89093   
13     	0.00431925  	37.627       	0.580792   	11.5874   
19     	0.0043074   	45.2152      	0.471605   	11.4521   
0      	0.00385581  	83.3804      	0.464214   	15.0183   
5      	0.00427209  	0            	1.02152    	11.2245   
7      	0.00440356  	0            	0.990099   	10.6145   
9      	0.00521064  	71.5172      	0.367257   	10.3282   
0      	0.00355886  	55.1522      	0.665116   	16.2895   
1      	0.00537298  	73.2111      	0.361262   	10.4126   
10     	0.00386257  	0            	0.931677   	13.2349   
12     	0.00379613  	0            	0.9386     	12.4298   
0      	0.00446158  	93.4785      	0.362636   	12.9705   
10     	0.00374882  	0            	0.94451    	13.04     
12     	0.0053218   	61.2262      	0.397495   	9.78893   
0      	0.00388751  	83.6056      	0.46292    	14.956    
3      	0.00610969  	53.386       	0.415455   	8.95791   
10     	0.004407    	0            	0.891632   	8.13894   
14     	0.00435317  	54.6786      	0.514756   	12.6791   
0      	0.00395691  	86.6048      	0.44233    	14.623    
14     	0.00375092  	0            	0.958904   	12.9839   
17     	0.00497781  	0.441891     	0.662837   	9.68655   
19     	0.00406738  	62.6815      	0.457816   	12.6058   
0      	0.00427208  	91.5668      	0.38772    	13.4724   
1      	0.00435774  	54.2076      	0.519598   	12.4145   
4      	0.00513828  	73.0473      	0.392809   	9.87444   
10     	0.00365617  	0            	0.723066   	10.501    
16     	0.00352503  	0            	0.658979   	10.3624   
0      	0.00366251  	71.2294      	0.551346   	15.8583   
8      	0.00408622  	0            	0.965336   	11.1933   
12     	0.00455489  	0            	0.982244   	10.537    
16     	0.00483073  	0            	0.931373   	10.2348   
0      	0.00376766  	78.957       	0.49936    	15.4465   
3      	0.003731    	0            	0.671592   	12.2428   
13     	0.00351147  	0            	1.10399    	13.8627   
18     	0.00476935  	7.71494      	0.78457    	10.2298   
0      	0.00393799  	86.3492      	0.440324   	14.6643   
6      	0.0057723   	55.5333      	0.399782   	9.10093   
