0       1       1       	0.06 	0.840399  
0       1       2       	0.914	13.0753   
0       1       3       	0.068	0.94124   
0       1       4       	0.06 	0.835152  
0       1       5       	0.668	9.63201   
0       1       6       	0.938	13.4512   
0       1       7       	0.89 	12.7495   
0       1       8       	0.948	13.5859   
0       1       9       	0.894	12.823    
0       1       10      	0.794	11.3816   
0       1       11      	0.582	8.36354   
0       1       12      	0.59 	8.53283   
0       1       13      	0.794	11.3753   
0       1       14      	0.118	1.68081   
0       1       15      	0.956	13.6539   
0       1       16      	0.87 	12.4742   
0       1       17      	0.776	11.1199   
0       1       18      	0.932	13.3187   
0       1       19      	0.132	1.90153   
0       1       20      	0.948	13.5698   
