0       1       1       	0.074	1.20505   
0       1       2       	0.152	2.46834   
0       1       3       	0.152	2.4286    
0       1       4       	0.728	11.5688   
0       1       5       	0.078	1.24095   
0       1       6       	0.938	14.9471   
0       1       7       	0.676	10.7345   
0       1       8       	0.676	10.6869   
0       1       9       	0.948	15.0719   
0       1       10      	0.26 	4.18848   
0       1       11      	0.226	3.59498   
0       1       12      	0.926	14.7128   
0       1       13      	0.938	14.9019   
0       1       14      	0.122	1.96446   
0       1       15      	0.846	13.4072   
0       1       16      	0.958	15.2871   
0       1       17      	0.93 	14.7831   
0       1       18      	0.078	1.28668   
0       1       19      	0.408	6.44463   
0       1       20      	0.952	15.1561   
