0       1       1       	0.926	13.518    
0       1       2       	0.772	11.2588   
0       1       3       	0.58 	8.43252   
0       1       4       	0.078	1.11778   
0       1       5       	0.718	10.5026   
0       1       6       	0.926	13.5424   
0       1       7       	0.206	3.05118   
0       1       8       	0.956	13.992    
0       1       9       	0.952	13.9434   
0       1       10      	0.942	13.7947   
0       1       11      	0.942	13.7966   
0       1       12      	0.776	11.3337   
0       1       13      	0.964	14.0936   
0       1       14      	0.082	1.18133   
0       1       15      	0.102	1.46249   
0       1       16      	0.124	1.83131   
0       1       17      	0.868	12.7014   
0       1       18      	0.082	1.19452   
0       1       19      	0.58 	8.49482   
0       1       20      	0.69 	10.0555   
