Waf: Entering directory `/home/kentux/git/ns-3-dev-git/build'
Waf: Leaving directory `/home/kentux/git/ns-3-dev-git/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.071s)
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0       1       4       	0.43 	6.45973   
0       1       5       	0.944	14.2549   
0       1       6       	0.928	14.0038   
0       1       7       	0.132	2.01039   
0       1       8       	0.37 	5.57822   
0       1       9       	0.916	13.7991   
0       1       10      	0.914	13.8016   
0       1       11      	0.408	6.06694   
0       1       12      	0.958	14.4703   
0       1       13      	0.214	3.23868   
0       1       14      	0.06 	0.931198  
0       1       15      	0.782	11.7354   
0       1       16      	0.896	13.5528   
0       1       17      	0.054	0.821242  
0       1       18      	0.972	14.649    
0       1       19      	0.96 	14.469    
0       1       20      	0.542	8.17357   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396842  	86.8101      	0.442416   	14.6692   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.622	9.15505   
0       1       2       	0.972	14.2487   
0       1       3       	0.258	3.69266   
0       1       4       	0.826	12.0459   
0       1       5       	0.948	13.9113   
0       1       6       	0.972	14.2888   
0       1       7       	0.906	13.28     
0       1       8       	0.67 	9.74226   
0       1       9       	0.894	13.0917   
0       1       10      	0.064	0.943147  
0       1       11      	0.866	12.707    
0       1       12      	0.93 	13.6178   
0       1       13      	0.942	13.8395   
0       1       14      	0.118	1.73105   
0       1       15      	0.772	11.2856   
0       1       16      	0.924	13.5923   
0       1       17      	0.948	13.9454   
0       1       18      	0.662	9.73847   
0       1       19      	0.542	7.9468    
0       1       20      	0.54 	7.92774   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00456791  	94.2209      	0.35089    	12.702    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.932	11.8557   
0       1       2       	0.564	7.1716    
0       1       3       	0.914	11.6451   
0       1       4       	0.972	12.3799   
0       1       5       	0.408	5.20597   
0       1       6       	0.94 	12.0188   
0       1       7       	0.214	2.7643    
0       1       8       	0.728	9.29333   
0       1       9       	0.662	8.4564    
0       1       10      	0.938	11.9335   
0       1       11      	0.856	10.9325   
0       1       12      	0.476	6.12169   
0       1       13      	0.948	12.1004   
0       1       14      	0.776	9.94093   
0       1       15      	0.078	0.989235  
0       1       16      	0.956	12.1675   
0       1       17      	0.16 	2.06114   
0       1       18      	0.062	0.781386  
0       1       19      	0.604	7.69222   
0       1       20      	1    	12.7485   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387037  	83.7856      	0.467033   	15.047    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.466	7.11268   
0       1       2       	0.94 	14.1563   
0       1       3       	0.866	13.0164   
0       1       4       	0.69 	10.4251   
0       1       5       	0.082	1.25055   
0       1       6       	0.926	13.9255   
0       1       7       	0.952	14.3492   
0       1       8       	0.59 	8.8474    
0       1       9       	0.564	8.47349   
0       1       10      	0.928	14.0279   
0       1       11      	0.16 	2.3254    
0       1       12      	0.072	1.14715   
0       1       13      	0.108	1.62164   
0       1       14      	0.06 	0.925088  
0       1       15      	0.944	14.2003   
0       1       16      	0.482	7.20834   
0       1       17      	0.118	1.75866   
0       1       18      	0.316	4.82526   
0       1       19      	0.466	7.0179    
0       1       20      	0.846	12.7648   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00438213  	92.7898      	0.375112   	13.2457   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.948	12.5866   
0       1       2       	0.132	1.73533   
0       1       3       	0.15 	1.96794   
0       1       4       	0.914	12.157    
0       1       5       	0.958	12.702    
0       1       6       	0.93 	12.3276   
0       1       7       	0.476	6.32769   
0       1       8       	0.548	7.26784   
0       1       9       	0.118	1.56251   
0       1       10      	0.22 	2.81369   
0       1       11      	0.548	7.30303   
0       1       12      	0.542	7.21377   
0       1       13      	0.826	10.9481   
0       1       14      	0.956	12.6843   
0       1       15      	0.854	11.3749   
0       1       16      	0.922	12.2603   
0       1       17      	0.952	12.654    
0       1       18      	0.062	0.827318  
0       1       19      	0.846	11.2627   
0       1       20      	0.084	1.10684   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00447793  	93.5715      	0.363939   	12.9976   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.942	12.2692   
0       1       2       	0.94 	12.2252   
0       1       3       	0.956	12.4685   
0       1       4       	0.94 	12.2561   
0       1       5       	0.06 	0.785963  
0       1       6       	0.122	1.58894   
0       1       7       	0.938	12.2475   
0       1       8       	0.466	6.06338   
0       1       9       	0.936	12.1565   
0       1       10      	0.73 	9.47978   
0       1       11      	0.964	12.5757   
0       1       12      	0.938	12.207    
0       1       13      	0.466	6.05129   
0       1       14      	0.448	5.85822   
0       1       15      	0.382	5.01653   
0       1       16      	0.928	12.0687   
0       1       17      	0.54 	7.01696   
0       1       18      	0.942	12.2349   
0       1       19      	0.914	11.8791   
0       1       20      	0.07 	0.889198  
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00458679  	94.2433      	0.352092   	12.6851   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.956	12.1626   
0       1       2       	0.674	8.5891    
0       1       3       	0.924	11.7333   
0       1       4       	0.862	10.9639   
0       1       5       	0.564	7.16075   
0       1       6       	0.226	2.81616   
0       1       7       	0.514	6.60702   
0       1       8       	0.944	11.9688   
0       1       9       	0.958	12.1586   
0       1       10      	0.202	2.52579   
0       1       11      	0.206	2.61275   
0       1       12      	0.772	9.82188   
0       1       13      	0.932	11.8599   
0       1       14      	0.74 	9.36157   
0       1       15      	0.948	12.0514   
0       1       16      	0.736	9.31097   
0       1       17      	0.942	11.9341   
0       1       18      	0.912	11.6094   
0       1       19      	0.084	1.06114   
0       1       20      	0.122	1.5249    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407935  	88.947       	0.419482   	14.2801   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.216	3.06302   
0       1       2       	0.118	1.683     
0       1       3       	0.072	1.02451   
0       1       4       	0.592	8.37947   
0       1       5       	0.662	9.38712   
0       1       6       	0.914	13.038    
0       1       7       	0.952	13.6098   
0       1       8       	0.938	13.3825   
0       1       9       	0.064	0.89422   
0       1       10      	0.94 	13.4548   
0       1       11      	0.408	5.80121   
0       1       12      	0.682	9.72088   
0       1       13      	0.152	2.10209   
0       1       14      	0.67 	9.50276   
0       1       15      	0.956	13.6594   
0       1       16      	0.688	9.79564   
0       1       17      	0.922	13.1776   
0       1       18      	0.912	13.0129   
0       1       19      	0.226	3.15251   
0       1       20      	0.954	13.5892   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398879  	86.8435      	0.437893   	14.6428   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.94 	13.7936   
0       1       2       	0.8  	11.666    
0       1       3       	0.942	13.8175   
0       1       4       	0.662	9.66927   
0       1       5       	1    	14.6733   
0       1       6       	0.954	13.9367   
0       1       7       	0.736	10.8152   
0       1       8       	0.95 	13.9122   
0       1       9       	0.456	6.67271   
0       1       10      	0.862	12.596    
0       1       11      	0.456	6.81224   
0       1       12      	0.926	13.5224   
0       1       13      	0.408	5.89144   
0       1       14      	0.344	5.04639   
0       1       15      	0.072	1.04479   
0       1       16      	0.748	10.9442   
0       1       17      	0.078	1.11094   
0       1       18      	0.948	13.8693   
0       1       19      	0.736	10.6966   
0       1       20      	0.952	13.9395   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417424  	90.5651      	0.403313   	13.9316   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.662	9.23777   
0       1       2       	1    	13.9705   
0       1       3       	0.81 	11.3441   
0       1       4       	0.3  	4.21454   
0       1       5       	0.952	13.3095   
0       1       6       	0.856	12.0322   
0       1       7       	0.938	13.134    
0       1       8       	0.408	5.75131   
0       1       9       	0.942	13.1483   
0       1       10      	0.938	13.1179   
0       1       11      	0.072	1.03875   
0       1       12      	1    	13.9705   
0       1       13      	0.772	10.7967   
0       1       14      	0.928	12.9764   
0       1       15      	0.548	7.6427    
0       1       16      	0.94 	13.1538   
0       1       17      	0.728	10.1602   
0       1       18      	0.58 	8.07629   
0       1       19      	0.466	6.48635   
0       1       20      	0.564	7.95995   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386593  	83.77        	0.466993   	15.0396   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.846	12.7742   
0       1       2       	0.952	14.3341   
0       1       3       	0.69 	10.4693   
0       1       4       	0.084	1.22726   
0       1       5       	0.268	4.03297   
0       1       6       	0.05 	0.751925  
0       1       7       	0.914	13.7821   
0       1       8       	0.856	12.9344   
0       1       9       	0.548	8.26023   
0       1       10      	0.084	1.27384   
0       1       11      	0.772	11.5724   
0       1       12      	0.954	14.3626   
0       1       13      	0.94 	14.1602   
0       1       14      	0.944	14.2349   
0       1       15      	0.95 	14.2873   
0       1       16      	0.09 	1.35056   
0       1       17      	0.928	13.9808   
0       1       18      	0.514	7.67654   
0       1       19      	0.466	6.98716   
0       1       20      	0.476	7.14764   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417975  	90.5781      	0.404446   	13.9012   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.772	10.7914   
0       1       2       	0.912	12.7044   
0       1       3       	0.952	13.2581   
0       1       4       	0.05 	0.723515  
0       1       5       	0.682	9.51567   
0       1       6       	0.942	13.1025   
0       1       7       	0.826	11.5456   
0       1       8       	0.782	10.8896   
0       1       9       	0.662	9.21627   
0       1       10      	0.084	1.17969   
0       1       11      	0.054	0.75654   
0       1       12      	0.38 	5.38835   
0       1       13      	0.772	10.696    
0       1       14      	0.662	9.21172   
0       1       15      	0.81 	11.2648   
0       1       16      	0.158	2.1987    
0       1       17      	0.366	5.13658   
0       1       18      	0.06 	0.839108  
0       1       19      	0.674	9.46669   
0       1       20      	0.956	13.3187   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00406704  	88.958       	0.421934   	14.2895   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.952	13.6306   
0       1       2       	0.926	13.2661   
0       1       3       	0.938	13.3885   
0       1       4       	0.476	6.78614   
0       1       5       	0.06 	0.896656  
0       1       6       	0.456	6.54785   
0       1       7       	0.94 	13.4673   
0       1       8       	0.368	5.24203   
0       1       9       	0.062	0.874807  
0       1       10      	0.846	12.0877   
0       1       11      	0.81 	11.5927   
0       1       12      	0.96 	13.7426   
0       1       13      	0.954	13.644    
0       1       14      	0.098	1.4317    
0       1       15      	0.15 	2.15709   
0       1       16      	0.238	3.44139   
0       1       17      	0.884	12.6432   
0       1       18      	0.118	1.68943   
0       1       19      	0.782	11.1646   
0       1       20      	0.678	9.71911   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00418005  	90.5738      	0.403541   	13.9297   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.948	13.2347   
0       1       2       	0.926	12.8934   
0       1       3       	0.826	11.5134   
0       1       4       	0.082	1.11889   
0       1       5       	0.942	13.1432   
0       1       6       	0.81 	11.2787   
0       1       7       	0.476	6.66104   
0       1       8       	0.06 	0.83181   
0       1       9       	0.476	6.64793   
0       1       10      	0.124	1.73094   
0       1       11      	0.22 	3.043     
0       1       12      	0.132	1.87619   
0       1       13      	0.064	0.877281  
0       1       14      	0.514	7.1251    
0       1       15      	0.906	12.6322   
0       1       16      	0.07 	0.992948  
0       1       17      	0.052	0.70837   
0       1       18      	0.81 	11.3048   
0       1       19      	0.548	7.65859   
0       1       20      	0.928	12.9595   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0043777   	92.7829      	0.373814   	13.2656   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.906	12.0123   
0       1       2       	0.102	1.40891   
0       1       3       	0.062	0.80212   
0       1       4       	0.772	10.33     
0       1       5       	0.202	2.66608   
0       1       6       	0.158	2.12891   
0       1       7       	0.258	3.41515   
0       1       8       	0.928	12.3501   
0       1       9       	0.93 	12.3641   
0       1       10      	0.932	12.3662   
0       1       11      	0.916	12.1818   
0       1       12      	0.604	8.03363   
0       1       13      	0.158	2.07786   
0       1       14      	0.894	11.907    
0       1       15      	0.932	12.4471   
0       1       16      	0.15 	1.97429   
0       1       17      	0.932	12.399    
0       1       18      	0.938	12.5267   
0       1       19      	0.95 	12.6495   
0       1       20      	0.54 	7.183     
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0043641   	92.7563      	0.373716   	13.2929   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.06 	0.793877  
0       1       2       	0.972	12.9435   
0       1       3       	1    	13.3371   
0       1       4       	0.202	2.70594   
0       1       5       	0.466	6.22595   
0       1       6       	0.794	10.4977   
0       1       7       	0.948	12.6534   
0       1       8       	0.912	12.0989   
0       1       9       	0.482	6.40608   
0       1       10      	0.16 	2.13241   
0       1       11      	0.288	3.82452   
0       1       12      	0.936	12.4438   
0       1       13      	0.132	1.82564   
0       1       14      	0.96 	12.7973   
0       1       15      	0.19 	2.53025   
0       1       16      	0.67 	8.95827   
0       1       17      	0.668	8.92527   
0       1       18      	0.736	9.79987   
0       1       19      	0.94 	12.517    
0       1       20      	0.916	12.2476   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00428107  	91.8         	0.391374   	13.5526   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.932	12.6478   
0       1       2       	0.368	4.91971   
0       1       3       	0.928	12.612    
0       1       4       	0.948	12.8527   
0       1       5       	0.676	9.20532   
0       1       6       	0.59 	8.00075   
0       1       7       	0.8  	10.8129   
0       1       8       	0.174	2.36571   
0       1       9       	0.954	12.9561   
0       1       10      	0.132	1.80014   
0       1       11      	0.728	9.85066   
0       1       12      	0.772	10.5089   
0       1       13      	0.912	12.3862   
0       1       14      	0.476	6.51524   
0       1       15      	0.914	12.4256   
0       1       16      	0.22 	3.0084    
0       1       17      	0.826	11.2526   
0       1       18      	0.2  	2.7432    
0       1       19      	0.718	9.78146   
0       1       20      	0.93 	12.6349   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0039671   	86.7997      	0.442006   	14.6632   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.948	13.9328   
0       1       2       	0.894	13.0482   
0       1       3       	0.914	13.3992   
0       1       4       	0.794	11.6885   
0       1       5       	0.948	13.9796   
0       1       6       	0.956	14.0928   
0       1       7       	0.938	13.7577   
0       1       8       	0.064	0.923611  
0       1       9       	0.564	8.30056   
0       1       10      	0.772	11.3178   
0       1       11      	0.928	13.6177   
0       1       12      	0.932	13.7007   
0       1       13      	0.954	14.0351   
0       1       14      	0.564	8.26074   
0       1       15      	0.944	13.8399   
0       1       16      	0.156	2.31164   
0       1       17      	0.956	14.0272   
0       1       18      	0.26 	3.7793    
0       1       19      	0.914	13.4129   
0       1       20      	0.682	9.9518    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386489  	83.7659      	0.465507   	15.0383   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.926	13.9342   
0       1       2       	0.972	14.6309   
0       1       3       	0.95 	14.3042   
0       1       4       	0.928	13.9912   
0       1       5       	0.336	5.07808   
0       1       6       	0.938	14.1357   
0       1       7       	0.046	0.71056   
0       1       8       	0.956	14.3584   
0       1       9       	0.884	13.2933   
0       1       10      	0.81 	12.1925   
0       1       11      	0.098	1.44796   
0       1       12      	0.564	8.45472   
0       1       13      	0.94 	14.1799   
0       1       14      	0.926	13.9451   
0       1       15      	0.96 	14.5068   
0       1       16      	0.95 	14.2897   
0       1       17      	0.376	5.58502   
0       1       18      	0.58 	8.80608   
0       1       19      	0.082	1.29209   
0       1       20      	0.54 	8.14229   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00440633  	92.8328      	0.377174   	13.2406   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.15 	2.00232   
0       1       2       	0.15 	2.02805   
0       1       3       	0.944	12.5115   
0       1       4       	0.078	1.0492    
0       1       5       	0.382	5.07967   
0       1       6       	0.938	12.4334   
0       1       7       	0.964	12.7669   
0       1       8       	0.06 	0.796751  
0       1       9       	0.67 	8.89312   
0       1       10      	0.316	4.08022   
0       1       11      	0.58 	7.56778   
0       1       12      	0.514	6.75884   
0       1       13      	0.084	1.10685   
0       1       14      	0.94 	12.4513   
0       1       15      	0.06 	0.788645  
0       1       16      	0.078	1.02793   
0       1       17      	0.564	7.52027   
0       1       18      	0.064	0.899685  
0       1       19      	0.936	12.3927   
0       1       20      	0.226	2.96514   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417012  	90.5607      	0.403061   	13.9559   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.922	12.9104   
0       1       2       	0.914	12.7702   
0       1       3       	0.054	0.749719  
0       1       4       	0.928	12.9589   
0       1       5       	0.202	2.80805   
0       1       6       	0.952	13.2787   
0       1       7       	0.102	1.40338   
0       1       8       	0.108	1.53365   
0       1       9       	0.36 	4.95116   
0       1       10      	0.914	12.714    
0       1       11      	0.558	7.77191   
0       1       12      	0.952	13.3196   
0       1       13      	0.926	12.914    
0       1       14      	0.376	5.19222   
0       1       15      	0.794	11.1042   
0       1       16      	0.476	6.64529   
0       1       17      	0.514	7.15655   
0       1       18      	0.108	1.48341   
0       1       19      	0.604	8.51957   
0       1       20      	0.118	1.7046    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396139  	86.7402      	0.437781   	14.6731   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.894	13.0883   
0       1       2       	0.05 	0.743444  
0       1       3       	0.54 	7.89656   
0       1       4       	0.828	12.143    
0       1       5       	0.128	1.8554    
0       1       6       	0.826	12.1368   
0       1       7       	0.932	13.7115   
0       1       8       	0.258	3.77445   
0       1       9       	0.964	14.186    
0       1       10      	0.96 	14.0964   
0       1       11      	0.94 	13.8261   
0       1       12      	0.05 	0.748209  
0       1       13      	0.662	9.6389    
0       1       14      	0.896	13.1585   
0       1       15      	0.572	8.38315   
0       1       16      	0.126	1.84028   
0       1       17      	0.408	5.99821   
0       1       18      	0.548	8.05569   
0       1       19      	0.964	14.1775   
0       1       20      	0.944	13.9114   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396983  	86.7606      	0.44123    	14.6596   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.94 	13.7955   
0       1       2       	0.928	13.6288   
0       1       3       	0.944	13.8396   
0       1       4       	0.94 	13.7959   
0       1       5       	0.952	13.9682   
0       1       6       	0.15 	2.19359   
0       1       7       	0.928	13.6181   
0       1       8       	0.95 	13.9353   
0       1       9       	0.476	6.98228   
0       1       10      	0.948	13.9274   
0       1       11      	0.108	1.56775   
0       1       12      	0.952	13.9802   
0       1       13      	0.926	13.6067   
0       1       14      	0.94 	13.8131   
0       1       15      	0.772	11.3537   
0       1       16      	0.772	11.2181   
0       1       17      	0.066	0.988432  
0       1       18      	0.94 	13.7667   
0       1       19      	0.05 	0.73713   
0       1       20      	0.894	13.0935   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0040745   	88.9503      	0.418578   	14.2795   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.268	3.83674   
0       1       2       	0.826	11.8679   
0       1       3       	0.944	13.5259   
0       1       4       	0.676	9.68751   
0       1       5       	0.59 	8.46555   
0       1       6       	0.466	6.66491   
0       1       7       	0.948	13.5709   
0       1       8       	0.928	13.3075   
0       1       9       	0.958	13.7027   
0       1       10      	0.94 	13.4249   
0       1       11      	0.942	13.4724   
0       1       12      	0.354	5.04795   
0       1       13      	0.268	3.83565   
0       1       14      	0.078	1.15631   
0       1       15      	0.06 	0.862494  
0       1       16      	0.282	4.0422    
0       1       17      	0.96 	13.7397   
0       1       18      	0.54 	7.70126   
0       1       19      	0.96 	13.7055   
0       1       20      	0.258	3.67095   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00388582  	83.8762      	0.467278   	15.026    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.456	6.79589   
0       1       2       	0.674	10.1089   
0       1       3       	0.06 	0.899541  
0       1       4       	0.956	14.3256   
0       1       5       	0.132	2.01929   
0       1       6       	0.132	1.97787   
0       1       7       	0.938	14.0595   
0       1       8       	0.06 	0.887446  
0       1       9       	0.846	12.7397   
0       1       10      	0.514	7.79901   
0       1       11      	0.87 	13.0264   
0       1       12      	0.794	11.9209   
0       1       13      	0.94 	14.0912   
0       1       14      	0.972	14.6021   
0       1       15      	0.936	14.0752   
0       1       16      	0.89 	13.3554   
0       1       17      	0.438	6.54183   
0       1       18      	0.952	14.3129   
0       1       19      	0.686	10.2138   
0       1       20      	0.926	13.9001   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00427851  	91.8079      	0.387902   	13.5899   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.794	10.7111   
0       1       2       	0.202	2.78905   
0       1       3       	0.282	3.85856   
0       1       4       	0.156	2.09511   
0       1       5       	0.592	8.0642    
0       1       6       	0.686	9.33834   
0       1       7       	0.8  	10.8775   
0       1       8       	0.958	13.0371   
0       1       9       	0.938	12.7455   
0       1       10      	0.952	12.9758   
0       1       11      	0.862	11.7129   
0       1       12      	0.048	0.668648  
0       1       13      	0.928	12.6156   
0       1       14      	0.062	0.807975  
0       1       15      	0.942	12.8327   
0       1       16      	0.896	12.1802   
0       1       17      	0.782	10.6171   
0       1       18      	0.93 	12.6425   
0       1       19      	0.592	8.0325    
0       1       20      	0.928	12.6272   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00424899  	91.7387      	0.383599   	13.6802   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.132	1.77171   
0       1       2       	0.942	12.9513   
0       1       3       	0.152	2.12793   
0       1       4       	0.466	6.35176   
0       1       5       	0.626	8.55879   
0       1       6       	0.542	7.48102   
0       1       7       	0.89 	12.2196   
0       1       8       	0.936	12.8536   
0       1       9       	0.782	10.6888   
0       1       10      	0.972	13.3547   
0       1       11      	0.94 	12.8932   
0       1       12      	0.914	12.5352   
0       1       13      	0.336	4.55994   
0       1       14      	0.95 	13.0309   
0       1       15      	0.532	7.29951   
0       1       16      	0.826	11.3252   
0       1       17      	0.942	12.9335   
0       1       18      	0.954	13.0985   
0       1       19      	0.202	2.76456   
0       1       20      	0.894	12.2573   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00399564  	86.9066      	0.440221   	14.6242   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.866	12.6572   
0       1       2       	0.068	0.992592  
0       1       3       	0.938	13.7323   
0       1       4       	0.93 	13.5777   
0       1       5       	0.476	6.88287   
0       1       6       	0.082	1.1668    
0       1       7       	0.81 	11.8204   
0       1       8       	0.114	1.66393   
0       1       9       	0.936	13.6724   
0       1       10      	0.928	13.5787   
0       1       11      	0.178	2.59174   
0       1       12      	0.952	13.8826   
0       1       13      	0.972	14.1818   
0       1       14      	0.938	13.6424   
0       1       15      	0.466	6.82334   
0       1       16      	0.068	0.989746  
0       1       17      	1    	14.6023   
0       1       18      	0.944	13.7966   
0       1       19      	0.532	7.79964   
0       1       20      	0.152	2.18861   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00467958  	94.7876      	0.341346   	12.4003   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.726	9.07648   
0       1       2       	0.944	11.7344   
0       1       3       	0.948	11.8017   
0       1       4       	0.67 	8.41065   
0       1       5       	0.336	4.23113   
0       1       6       	0.322	4.02948   
0       1       7       	0.948	11.7878   
0       1       8       	0.122	1.55181   
0       1       9       	0.466	5.77398   
0       1       10      	0.854	10.6584   
0       1       11      	0.924	11.46     
0       1       12      	0.456	5.67836   
0       1       13      	0.95 	11.7877   
0       1       14      	0.456	5.69705   
0       1       15      	0.8  	9.99049   
0       1       16      	0.944	11.7362   
0       1       17      	0.962	11.9901   
0       1       18      	0.856	10.6629   
0       1       19      	0.794	9.9111    
0       1       20      	0.826	10.2968   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407599  	88.9592      	0.420352   	14.2684   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.852	12.1411   
0       1       2       	0.914	13.0229   
0       1       3       	0.932	13.2956   
0       1       4       	0.95 	13.5469   
0       1       5       	0.062	0.903956  
0       1       6       	0.914	13.0022   
0       1       7       	0.466	6.63192   
0       1       8       	0.408	5.80848   
0       1       9       	0.954	13.6177   
0       1       10      	0.958	13.6558   
0       1       11      	0.124	1.7755    
0       1       12      	0.772	11.0043   
0       1       13      	0.152	2.16924   
0       1       14      	0.572	8.0847    
0       1       15      	0.226	3.20191   
0       1       16      	0.854	12.1553   
0       1       17      	0.936	13.3631   
0       1       18      	0.952	13.6315   
0       1       19      	0.956	13.66     
0       1       20      	0.062	0.856997  
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00418373  	90.5685      	0.402404   	13.92     

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.152	2.07046   
0       1       2       	0.942	13.1007   
0       1       3       	0.956	13.345    
0       1       4       	0.948	13.2456   
0       1       5       	0.96 	13.3933   
0       1       6       	0.354	4.95802   
0       1       7       	0.414	5.75992   
0       1       8       	0.054	0.771591  
0       1       9       	0.856	11.9141   
