Waf: Entering directory `/opt/workspace/ns-3-dev/build'
Waf: Leaving directory `/opt/workspace/ns-3-dev/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.017s)
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0       1       19      	0.586	8.32279   
0       1       20      	0.268	3.81679   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00418156  	90.5625      	0.402404   	13.9262   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.962	13.4156   
0       1       2       	0.862	12.0253   
0       1       3       	0.896	12.5109   
0       1       4       	0.912	12.676    
0       1       5       	0.946	13.1991   
0       1       6       	0.15 	2.02086   
0       1       7       	0.952	13.2693   
0       1       8       	0.93 	12.9254   
0       1       9       	1    	13.9509   
0       1       10      	0.932	13.0045   
0       1       11      	0.83 	11.5891   
0       1       12      	0.152	2.14616   
0       1       13      	0.954	13.3104   
0       1       14      	0.094	1.32207   
0       1       15      	0.956	13.3539   
0       1       16      	0.068	0.8848    
0       1       17      	0.108	1.52835   
0       1       18      	0.132	1.8467    
0       1       19      	0.942	13.165    
0       1       20      	0.74 	10.2258   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00376611  	79.2327      	0.501153   	15.4407   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.466	7.21154   
0       1       2       	0.942	14.532    
0       1       3       	0.952	14.6868   
0       1       4       	0.122	1.88337   
0       1       5       	0.354	5.45208   
0       1       6       	0.958	14.8288   
0       1       7       	0.048	0.769726  
0       1       8       	0.866	13.3762   
0       1       9       	0.258	4.01713   
0       1       10      	0.15 	2.33495   
0       1       11      	0.466	7.21387   
0       1       12      	0.118	1.79836   
0       1       13      	0.826	12.821    
0       1       14      	0.948	14.6351   
0       1       15      	0.316	4.8498    
0       1       16      	0.894	13.8358   
0       1       17      	0.06 	0.932391  
0       1       18      	0.826	12.7191   
0       1       19      	0.466	7.25879   
0       1       20      	0.938	14.4556   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396659  	86.7724      	0.441678   	14.672    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.948	13.9274   
0       1       2       	0.782	11.4958   
0       1       3       	0.94 	13.8177   
0       1       4       	0.082	1.18498   
0       1       5       	0.126	1.81128   
0       1       6       	0.93 	13.6786   
0       1       7       	0.444	6.51653   
0       1       8       	0.202	3.02089   
0       1       9       	0.06 	0.912617  
0       1       10      	0.54 	8.00848   
0       1       11      	0.514	7.64717   
0       1       12      	0.87 	12.7942   
0       1       13      	0.826	12.1202   
0       1       14      	0.852	12.5343   
0       1       15      	0.928	13.6524   
0       1       16      	0.226	3.36123   
0       1       17      	0.542	8.01099   
0       1       18      	0.926	13.5904   
0       1       19      	0.856	12.6382   
0       1       20      	0.748	10.9766   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00458024  	94.2192      	0.351541   	12.691    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.548	6.95989   
0       1       2       	0.122	1.56905   
0       1       3       	0.662	8.43559   
0       1       4       	0.948	12.0519   
0       1       5       	0.408	5.202     
0       1       6       	0.942	12.0017   
0       1       7       	0.078	0.959088  
0       1       8       	0.794	10.1154   
0       1       9       	0.928	11.8338   
0       1       10      	0.456	5.83892   
0       1       11      	0.682	8.70907   
0       1       12      	0.336	4.29094   
0       1       13      	0.958	12.206    
0       1       14      	0.938	11.9699   
0       1       15      	0.662	8.39446   
0       1       16      	0.34 	4.30641   
0       1       17      	0.682	8.68126   
0       1       18      	0.37 	4.71108   
0       1       19      	0.736	9.35803   
0       1       20      	0.132	1.69456   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00385179  	83.7004      	0.467722   	15.0962   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.042	0.637076  
0       1       2       	0.928	14.0486   
0       1       3       	0.884	13.3405   
0       1       4       	0.466	6.99792   
0       1       5       	0.826	12.4834   
0       1       6       	0.942	14.2576   
0       1       7       	0.352	5.4679    
0       1       8       	0.258	3.90903   
0       1       9       	0.906	13.6866   
0       1       10      	0.748	11.3095   
0       1       11      	0.772	11.6532   
0       1       12      	0.8  	12.1879   
0       1       13      	0.846	12.7978   
0       1       14      	0.124	1.88615   
0       1       15      	0.948	14.3642   
0       1       16      	0.94 	14.2201   
0       1       17      	0.856	12.9631   
0       1       18      	0.202	3.05249   
0       1       19      	0.678	10.1899   
0       1       20      	0.582	8.82547   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0041923   	90.6168      	0.406292   	13.8919   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.282	3.84459   
0       1       2       	0.852	11.9454   
0       1       3       	0.952	13.214    
0       1       4       	0.772	10.7455   
0       1       5       	0.95 	13.1747   
0       1       6       	0.322	4.41158   
0       1       7       	0.102	1.36828   
0       1       8       	0.268	3.68275   
0       1       9       	0.258	3.58498   
0       1       10      	0.67 	9.29189   
0       1       11      	0.928	12.8962   
0       1       12      	0.782	10.8316   
0       1       13      	0.998	13.8912   
0       1       14      	0.268	3.69345   
0       1       15      	0.336	4.73632   
0       1       16      	0.956	13.2833   
0       1       17      	0.936	13.0172   
0       1       18      	0.58 	8.02579   
0       1       19      	0.928	12.8698   
0       1       20      	0.998	13.8756   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396873  	86.7936      	0.443172   	14.6599   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.958	14.0632   
0       1       2       	0.776	11.3908   
0       1       3       	0.564	8.28038   
0       1       4       	0.938	13.7499   
0       1       5       	0.548	8.05576   
0       1       6       	0.132	1.9335    
0       1       7       	0.548	8.04949   
0       1       8       	0.466	6.87398   
0       1       9       	0.948	13.9095   
0       1       10      	0.944	13.869    
0       1       11      	0.772	11.2997   
0       1       12      	0.734	10.837    
0       1       13      	0.514	7.56501   
0       1       14      	0.122	1.77891   
0       1       15      	0.258	3.79432   
0       1       16      	0.896	13.1727   
0       1       17      	0.94 	13.7933   
0       1       18      	0.226	3.35129   
0       1       19      	0.736	10.763    
0       1       20      	0.202	2.95892   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00378414  	79.3251      	0.498037   	15.4191   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.794	12.1919   
0       1       2       	0.8  	12.2756   
0       1       3       	0.962	14.8431   
0       1       4       	0.954	14.674    
0       1       5       	0.752	11.5552   
0       1       6       	0.932	14.3682   
0       1       7       	0.938	14.4656   
0       1       8       	0.952	14.6438   
0       1       9       	0.938	14.4539   
0       1       10      	0.938	14.4394   
0       1       11      	0.398	6.11722   
0       1       12      	0.932	14.3441   
0       1       13      	0.206	3.20153   
0       1       14      	0.67 	10.3609   
0       1       15      	0.674	10.4331   
0       1       16      	0.938	14.4194   
0       1       17      	0.95 	14.5861   
0       1       18      	0.8  	12.2857   
0       1       19      	0.932	14.3167   
0       1       20      	0.408	6.26768   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00477392  	95.2439      	0.332127   	12.1731   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.046	0.567884  
0       1       2       	0.202	2.41135   
0       1       3       	0.592	7.19577   
0       1       4       	0.736	9.01906   
0       1       5       	0.856	10.4268   
0       1       6       	0.548	6.59896   
0       1       7       	0.052	0.626728  
0       1       8       	0.604	7.38492   
0       1       9       	0.58 	7.11991   
0       1       10      	0.072	0.86801   
0       1       11      	0.54 	6.59047   
0       1       12      	0.382	4.65616   
0       1       13      	0.054	0.716579  
0       1       14      	0.282	3.46238   
0       1       15      	0.622	7.53098   
0       1       16      	0.914	11.1486   
0       1       17      	0.8  	9.76047   
0       1       18      	0.054	0.683161  
0       1       19      	0.952	11.6052   
0       1       20      	0.942	11.5353   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0038678   	83.7984      	0.464799   	15.0328   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.068	0.998895  
0       1       2       	0.456	6.90371   
0       1       3       	0.93 	13.9745   
0       1       4       	0.964	14.5369   
0       1       5       	0.69 	10.3879   
0       1       6       	0.082	1.22911   
0       1       7       	0.846	12.7746   
0       1       8       	0.674	10.1531   
0       1       9       	0.662	10.0143   
0       1       10      	0.956	14.4066   
0       1       11      	0.92 	13.8695   
0       1       12      	0.514	7.75075   
0       1       13      	0.772	11.6482   
0       1       14      	0.94 	14.156    
0       1       15      	0.152	2.29912   
0       1       16      	0.948	14.2764   
0       1       17      	0.87 	13.0595   
0       1       18      	0.674	10.1404   
0       1       19      	0.894	13.4893   
0       1       20      	0.938	14.1054   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.004269    	91.8006      	0.387884   	13.5926   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.592	8.09023   
0       1       2       	0.688	9.36088   
0       1       3       	0.81 	11.097    
0       1       4       	0.948	12.9669   
0       1       5       	0.522	7.16074   
0       1       6       	0.896	12.2346   
0       1       7       	0.956	12.9915   
0       1       8       	0.948	12.9336   
0       1       9       	0.956	13.0229   
0       1       10      	0.914	12.4264   
0       1       11      	0.956	13.0019   
0       1       12      	0.856	11.6481   
0       1       13      	0.514	7.01318   
0       1       14      	0.862	11.7383   
0       1       15      	0.952	12.9876   
0       1       16      	0.408	5.55839   
0       1       17      	0.068	0.954608  
0       1       18      	0.826	11.2657   
0       1       19      	0.954	13.0024   
0       1       20      	0.942	12.8427   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00397311  	86.8236      	0.440273   	14.6236   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.45 	6.58466   
0       1       2       	0.758	11.0813   
0       1       3       	0.282	4.1625    
0       1       4       	0.914	13.3751   
0       1       5       	0.952	13.9439   
0       1       6       	0.938	13.6929   
0       1       7       	0.742	10.8494   
0       1       8       	0.466	6.85427   
0       1       9       	0.564	8.29705   
0       1       10      	0.932	13.6285   
0       1       11      	0.718	10.5223   
0       1       12      	0.18 	2.61258   
0       1       13      	0.914	13.3301   
0       1       14      	0.83 	12.1114   
0       1       15      	0.882	12.8894   
0       1       16      	0.772	11.3005   
0       1       17      	0.064	0.943772  
0       1       18      	0.912	13.3256   
0       1       19      	0.948	13.853    
0       1       20      	0.202	2.9454    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0039754   	86.8103      	0.441759   	14.6343   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.978	14.3507   
0       1       2       	0.89 	13.0555   
0       1       3       	0.06 	0.860805  
0       1       4       	0.776	11.3829   
0       1       5       	0.87 	12.7421   
0       1       6       	0.586	8.59398   
0       1       7       	0.894	13.0613   
0       1       8       	0.216	3.18196   
0       1       9       	0.06 	0.896984  
0       1       10      	0.448	6.59111   
0       1       11      	0.054	0.786245  
0       1       12      	0.856	12.5699   
0       1       13      	0.856	12.5715   
0       1       14      	0.958	14.0751   
0       1       15      	0.95 	13.956    
0       1       16      	0.072	1.04236   
0       1       17      	0.514	7.55444   
0       1       18      	0.476	6.96836   
0       1       19      	0.682	10.0168   
0       1       20      	0.854	12.5516   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00376909  	79.2501      	0.501869   	15.4322   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.078	1.26937   
0       1       2       	0.058	0.919027  
0       1       3       	0.972	14.9795   
0       1       4       	0.88 	13.5624   
0       1       5       	0.202	3.14751   
0       1       6       	0.928	14.3489   
0       1       7       	0.548	8.48384   
0       1       8       	0.062	0.995435  
0       1       9       	0.59 	9.07235   
0       1       10      	1    	15.457    
0       1       11      	0.914	14.0883   
0       1       12      	0.064	0.931393  
0       1       13      	0.15 	2.28815   
0       1       14      	0.728	11.2441   
0       1       15      	0.132	2.03413   
0       1       16      	0.928	14.3368   
0       1       17      	0.794	12.2883   
0       1       18      	0.058	0.873268  
0       1       19      	0.368	5.72492   
0       1       20      	0.932	14.4497   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387608  	83.8394      	0.467349   	15.004    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.048	0.71866   
0       1       2       	0.592	8.95718   
0       1       3       	0.748	11.2411   
0       1       4       	0.884	13.2796   
0       1       5       	0.926	13.9103   
0       1       6       	0.776	11.6869   
0       1       7       	0.944	14.1968   
0       1       8       	0.928	13.9421   
0       1       9       	0.174	2.61648   
0       1       10      	0.456	6.85244   
0       1       11      	0.202	3.02205   
0       1       12      	0.062	0.887027  
0       1       13      	0.942	14.172    
0       1       14      	0.644	9.73346   
0       1       15      	0.476	7.11381   
0       1       16      	0.564	8.43299   
0       1       17      	0.238	3.54454   
0       1       18      	0.728	10.8943   
0       1       19      	0.276	4.20822   
0       1       20      	0.682	10.2522   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00416822  	90.5608      	0.405315   	13.9319   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.906	12.6396   
0       1       2       	0.928	12.8961   
0       1       3       	0.06 	0.858839  
0       1       4       	0.074	1.05986   
0       1       5       	0.674	9.35874   
0       1       6       	0.948	13.245    
0       1       7       	0.69 	9.60092   
0       1       8       	0.942	13.1683   
0       1       9       	0.408	5.66598   
0       1       10      	0.826	11.5242   
0       1       11      	0.94 	13.1314   
0       1       12      	0.06 	0.876631  
0       1       13      	0.866	12.085    
0       1       14      	0.316	4.40661   
0       1       15      	0.93 	12.9807   
0       1       16      	0.238	3.29874   
0       1       17      	0.948	13.2321   
0       1       18      	0.232	3.25605   
0       1       19      	0.082	1.17402   
0       1       20      	0.296	4.09334   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00446835  	93.5623      	0.364459   	12.9702   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.906	11.8154   
0       1       2       	0.896	11.6612   
0       1       3       	0.152	1.90852   
0       1       4       	0.09 	1.18343   
0       1       5       	0.674	8.75177   
0       1       6       	0.954	12.4266   
0       1       7       	0.122	1.55886   
0       1       8       	0.772	10.038    
0       1       9       	0.964	12.533    
0       1       10      	0.952	12.3825   
0       1       11      	0.22 	2.89875   
0       1       12      	0.438	5.62081   
0       1       13      	0.958	12.4431   
0       1       14      	0.948	12.3548   
0       1       15      	0.942	12.2463   
0       1       16      	0.226	2.89047   
0       1       17      	0.478	6.25243   
0       1       18      	0.828	10.7483   
0       1       19      	0.854	11.0935   
0       1       20      	0.956	12.4167   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396643  	86.7738      	0.439879   	14.6619   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.258	3.77361   
0       1       2       	0.202	2.97835   
0       1       3       	0.3  	4.40122   
0       1       4       	0.856	12.5711   
0       1       5       	0.964	14.1536   
0       1       6       	0.572	8.38314   
0       1       7       	0.958	14.0475   
0       1       8       	0.548	8.00728   
0       1       9       	0.952	13.9782   
0       1       10      	0.084	1.22255   
0       1       11      	0.466	6.926     
0       1       12      	0.072	1.04243   
0       1       13      	0.37 	5.46544   
0       1       14      	0.938	13.7746   
0       1       15      	0.944	13.8574   
0       1       16      	0.316	4.67251   
0       1       17      	0.174	2.53846   
0       1       18      	0.856	12.549    
0       1       19      	0.232	3.36971   
0       1       20      	0.954	13.9891   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00428049  	91.812       	0.38907    	13.5826   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.938	12.7764   
0       1       2       	0.542	7.35252   
0       1       3       	0.928	12.6275   
0       1       4       	0.896	12.1683   
0       1       5       	0.938	12.7614   
0       1       6       	0.456	6.26787   
0       1       7       	0.054	0.76322   
0       1       8       	0.728	9.87668   
0       1       9       	0.67 	9.17009   
0       1       10      	0.854	11.5909   
0       1       11      	0.734	9.96506   
0       1       12      	0.94 	12.7841   
0       1       13      	0.066	0.913889  
0       1       14      	0.932	12.6841   
0       1       15      	0.466	6.36066   
0       1       16      	0.954	12.9657   
0       1       17      	0.924	12.6009   
0       1       18      	0.176	2.3599    
0       1       19      	0.398	5.44173   
0       1       20      	0.942	12.8338   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386817  	83.7996      	0.466884   	15.0534   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.582	8.77435   
0       1       2       	0.958	14.4389   
0       1       3       	0.932	14.0816   
0       1       4       	0.174	2.60939   
0       1       5       	0.15 	2.2701    
0       1       6       	0.912	13.7676   
0       1       7       	0.124	1.91437   
0       1       8       	0.226	3.42984   
0       1       9       	0.942	14.2071   
0       1       10      	1    	15.0816   
0       1       11      	0.112	1.6671    
0       1       12      	0.564	8.46417   
0       1       13      	0.952	14.3404   
0       1       14      	0.952	14.336    
0       1       15      	0.668	10.0723   
0       1       16      	0.772	11.7519   
0       1       17      	0.828	12.5071   
0       1       18      	1    	15.0816   
0       1       19      	0.59 	8.84556   
0       1       20      	0.296	4.49021   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00456046  	94.2096      	0.352571   	12.7288   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.938	11.9914   
0       1       2       	0.928	11.8312   
0       1       3       	0.944	12.0858   
0       1       4       	0.132	1.73026   
0       1       5       	0.548	6.94718   
0       1       6       	0.644	8.22378   
0       1       7       	0.932	11.914    
0       1       8       	0.296	3.71214   
0       1       9       	0.322	4.12192   
0       1       10      	0.914	11.6583   
0       1       11      	0.942	12.0321   
0       1       12      	0.59 	7.52463   
0       1       13      	0.83 	10.571    
0       1       14      	0.626	8.00131   
0       1       15      	0.938	11.9496   
0       1       16      	0.93 	11.8814   
0       1       17      	0.938	11.9637   
0       1       18      	0.682	8.73154   
0       1       19      	0.884	11.3207   
0       1       20      	0.928	11.8641   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00429444  	91.8338      	0.384907   	13.5752   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.94 	12.7659   
0       1       2       	0.81 	10.9666   
0       1       3       	0.87 	11.8465   
0       1       4       	0.074	1.05218   
0       1       5       	0.118	1.61374   
0       1       6       	0.662	8.9897    
0       1       7       	0.89 	12.0383   
0       1       8       	0.078	1.03188   
0       1       9       	0.062	0.798899  
0       1       10      	0.368	4.89862   
0       1       11      	0.456	6.14007   
0       1       12      	0.448	6.10242   
0       1       13      	0.108	1.46908   
0       1       14      	0.674	9.15508   
0       1       15      	0.054	0.7176    
0       1       16      	0.914	12.4142   
0       1       17      	0.376	5.16686   
0       1       18      	0.068	0.915035  
0       1       19      	0.854	11.6167   
0       1       20      	0.846	11.5087   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417494  	90.5617      	0.40349    	13.9352   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.928	12.9322   
0       1       2       	0.808	11.2502   
0       1       3       	0.514	7.18972   
0       1       4       	0.586	8.192     
0       1       5       	0.926	12.8838   
0       1       6       	0.69 	9.61927   
0       1       7       	0.604	8.36604   
0       1       8       	0.914	12.7428   
0       1       9       	0.952	13.2436   
0       1       10      	0.532	7.48787   
0       1       11      	0.604	8.42104   
0       1       12      	0.826	11.4821   
0       1       13      	0.958	13.383    
0       1       14      	0.81 	11.2405   
0       1       15      	0.95 	13.2403   
0       1       16      	0.974	13.5847   
0       1       17      	0.202	2.80401   
0       1       18      	0.826	11.5402   
0       1       19      	0.944	13.1901   
0       1       20      	0.862	12.0621   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00377292  	79.2594      	0.501346   	15.4152   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.238	3.70971   
0       1       2       	0.932	14.3658   
0       1       3       	0.548	8.44037   
0       1       4       	0.3  	4.63822   
0       1       5       	0.082	1.29076   
0       1       6       	0.368	5.69886   
0       1       7       	0.572	8.8779    
0       1       8       	0.928	14.3342   
0       1       9       	0.082	1.28969   
0       1       10      	0.514	7.87135   
0       1       11      	0.548	8.40998   
0       1       12      	0.072	1.08354   
0       1       13      	0.444	6.89716   
0       1       14      	0.15 	2.30852   
0       1       15      	0.466	7.2418    
0       1       16      	0.586	9.04807   
0       1       17      	0.678	10.4394   
0       1       18      	0.956	14.7527   
0       1       19      	0.482	7.46801   
0       1       20      	0.954	14.7059   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398647  	86.8303      	0.439292   	14.6498   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.082	1.24202   
0       1       2       	0.058	0.85318   
0       1       3       	0.894	13.0738   
0       1       4       	0.06 	0.924226  
0       1       5       	0.37 	5.4935    
0       1       6       	0.572	8.2844    
0       1       7       	0.072	1.05703   
0       1       8       	0.456	6.58186   
0       1       9       	0.964	14.0823   
0       1       10      	0.15 	2.2231    
0       1       11      	0.94 	13.7316   
0       1       12      	0.728	10.6413   
0       1       13      	0.944	13.7789   
0       1       14      	0.062	0.921024  
0       1       15      	0.382	5.49789   
0       1       16      	0.772	11.2867   
0       1       17      	0.074	1.12117   
0       1       18      	0.514	7.49765   
0       1       19      	0.078	1.10866   
0       1       20      	0.19 	2.80653   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00436167  	92.7554      	0.376265   	13.2967   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.074	0.989189  
0       1       2       	0.95 	12.6588   
0       1       3       	0.776	10.3215   
0       1       4       	0.542	7.1602    
0       1       5       	0.368	4.9247    
0       1       6       	0.772	10.2634   
0       1       7       	0.906	12.1016   
0       1       8       	0.942	12.5759   
0       1       9       	0.944	12.5254   
0       1       10      	0.202	2.69736   
0       1       11      	0.928	12.3409   
0       1       12      	0.952	12.6769   
0       1       13      	0.81 	10.8279   
0       1       14      	0.316	4.17106   
0       1       15      	0.532	7.11978   
0       1       16      	0.532	7.0714    
0       1       17      	1    	13.3354   
0       1       18      	0.906	12.081    
0       1       19      	0.174	2.30821   
0       1       20      	0.896	11.9564   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396394  	86.7574      	0.439299   	14.6884   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.654	9.61129   
0       1       2       	0.956	14.0745   
0       1       3       	0.856	12.5694   
0       1       4       	0.794	11.6472   
0       1       5       	0.776	11.3387   
0       1       6       	0.548	8.03379   
0       1       7       	0.078	1.14565   
0       1       8       	0.118	1.75231   
0       1       9       	0.74 	10.8668   
0       1       10      	0.22 	3.24046   
0       1       11      	0.958	14.0547   
0       1       12      	0.214	3.12223   
0       1       13      	0.926	13.6147   
0       1       14      	0.87 	12.7743   
0       1       15      	0.074	1.05983   
0       1       16      	0.93 	13.6311   
0       1       17      	0.59 	8.74095   
0       1       18      	0.896	13.1985   
0       1       19      	0.22 	3.22315   
0       1       20      	0.92 	13.5105   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00425826  	91.7617      	0.383671   	13.6388   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.772	10.5299   
0       1       2       	0.772	10.5117   
0       1       3       	0.952	13.0378   
0       1       4       	0.952	13.0395   
0       1       5       	0.926	12.7163   
0       1       6       	0.592	8.09289   
0       1       7       	0.8  	10.953    
0       1       8       	0.108	1.47214   
0       1       9       	0.58 	7.94319   
0       1       10      	0.906	12.376    
0       1       11      	0.948	12.9531   
0       1       12      	0.16 	2.21081   
0       1       13      	0.082	1.11129   
0       1       14      	0.914	12.5416   
0       1       15      	0.558	7.67563   
0       1       16      	0.922	12.5831   
0       1       17      	0.052	0.721112  
0       1       18      	0.662	9.05461   
0       1       19      	0.214	2.9186    
0       1       20      	0.932	12.7348   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00377197  	79.2815      	0.498877   	15.4382   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.93 	14.3831   
0       1       2       	0.686	10.5176   
0       1       3       	0.914	14.0957   
0       1       4       	0.946	14.6099   
0       1       5       	0.914	14.13     
0       1       6       	0.926	14.2665   
0       1       7       	0.944	14.5937   
0       1       8       	0.772	11.9467   
0       1       9       	0.344	5.39834   
0       1       10      	0.914	14.098    
0       1       11      	0.93 	14.3803   
0       1       12      	0.06 	0.955562  
0       1       13      	0.054	0.837072  
0       1       14      	0.928	14.3451   
0       1       15      	0.476	7.27345   
0       1       16      	0.064	0.997932  
0       1       17      	0.158	2.44003   
0       1       18      	0.564	8.66626   
0       1       19      	0.914	14.1249   
0       1       20      	0.974	15.058    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00427187  	91.7849      	0.38596    	13.6034   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.93 	12.6393   
0       1       2       	0.354	4.80278   
0       1       3       	0.06 	0.793242  
0       1       4       	0.466	6.34675   
0       1       5       	0.592	8.03653   
0       1       6       	0.334	4.53859   
0       1       7       	0.152	2.08788   
0       1       8       	0.368	5.02869   
0       1       9       	0.922	12.5776   
0       1       10      	0.07 	0.953572  
0       1       11      	0.962	13.1041   
0       1       12      	0.3  	4.11837   
0       1       13      	0.932	12.6793   
0       1       14      	0.94 	12.791    
0       1       15      	0.928	12.655    
0       1       16      	0.96 	13.0528   
0       1       17      	0.794	10.8336   
0       1       18      	0.382	5.13045   
0       1       19      	0.728	9.92822   
0       1       20      	0.202	2.78748   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398239  	86.8718      	0.442856   	14.6177   

