Waf: Entering directory `/opt/workspace/ns-3-dev/build'
Waf: Leaving directory `/opt/workspace/ns-3-dev/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.017s)
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0       1       11      	0.896	12.4766   
0       1       12      	0.942	13.0686   
0       1       13      	0.894	12.4268   
0       1       14      	0.958	13.3      
0       1       15      	0.854	11.8683   
0       1       16      	0.156	2.20327   
0       1       17      	0.2  	2.82488   
0       1       18      	0.954	13.2526   
0       1       19      	0.728	10.1555   
0       1       20      	0.944	13.1245   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387132  	83.7852      	0.464973   	15.0593   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.16 	2.40178   
0       1       2       	0.896	13.5364   
0       1       3       	0.516	7.77062   
0       1       4       	0.068	1.05287   
0       1       5       	0.258	3.86838   
0       1       6       	0.894	13.5032   
0       1       7       	0.772	11.6983   
0       1       8       	0.826	12.4644   
0       1       9       	0.06 	0.936512  
0       1       10      	0.846	12.7418   
0       1       11      	0.662	9.97775   
0       1       12      	0.59 	8.94462   
0       1       13      	0.114	1.74825   
0       1       14      	0.912	13.712    
0       1       15      	0.466	6.93018   
0       1       16      	0.514	7.72194   
0       1       17      	0.336	5.03208   
0       1       18      	0.954	14.3586   
0       1       19      	0.826	12.3821   
0       1       20      	0.532	8.06945   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0039709   	86.7621      	0.441854   	14.6795   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.408	6.0215    
0       1       2       	0.794	11.7124   
0       1       3       	0.174	2.47629   
0       1       4       	0.89 	13.0543   
0       1       5       	0.674	9.83027   
0       1       6       	0.336	4.98605   
0       1       7       	0.954	13.9931   
0       1       8       	0.382	5.68841   
0       1       9       	0.942	13.7819   
0       1       10      	0.748	11.0003   
0       1       11      	0.794	11.6655   
0       1       12      	0.132	1.92942   
0       1       13      	0.942	13.78     
0       1       14      	0.268	3.90474   
0       1       15      	0.232	3.39539   
0       1       16      	0.94 	13.8274   
0       1       17      	0.948	13.9259   
0       1       18      	0.078	1.11292   
0       1       19      	0.686	10.0316   
0       1       20      	0.936	13.7332   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00457659  	94.2305      	0.351142   	12.6868   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.894	11.3944   
0       1       2       	0.96 	12.2409   
0       1       3       	0.922	11.7134   
0       1       4       	0.582	7.48098   
0       1       5       	0.06 	0.765931  
0       1       6       	0.084	1.07346   
0       1       7       	0.604	7.70121   
0       1       8       	0.956	12.1536   
0       1       9       	0.068	0.870219  
0       1       10      	0.466	5.92233   
0       1       11      	0.952	12.1049   
0       1       12      	0.26 	3.33455   
0       1       13      	0.082	1.04397   
0       1       14      	0.698	8.8406    
0       1       15      	0.682	8.7443    
0       1       16      	0.736	9.36104   
0       1       17      	0.8  	10.1939   
0       1       18      	0.794	10.0884   
0       1       19      	0.942	11.9654   
0       1       20      	0.626	7.9792    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386995  	83.7862      	0.467033   	15.0482   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.044	0.680997  
0       1       2       	0.408	6.1114    
0       1       3       	0.674	10.0152   
0       1       4       	0.644	9.62756   
0       1       5       	0.924	13.9073   
0       1       6       	0.8  	12.0452   
0       1       7       	0.132	2.00739   
0       1       8       	0.866	13.0029   
0       1       9       	0.942	14.1489   
0       1       10      	0.382	5.74614   
0       1       11      	0.064	0.961898  
0       1       12      	0.062	0.922902  
0       1       13      	0.862	12.969    
0       1       14      	0.604	9.14683   
0       1       15      	0.456	6.8628    
0       1       16      	0.514	7.69025   
0       1       17      	0.082	1.25179   
0       1       18      	0.932	14.099    
0       1       19      	0.668	9.98162   
0       1       20      	0.956	14.4158   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00438498  	92.7889      	0.374808   	13.2434   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.542	7.19579   
0       1       2       	0.93 	12.3369   
0       1       3       	0.052	0.697951  
0       1       4       	0.202	2.70535   
0       1       5       	0.456	6.07343   
0       1       6       	0.928	12.3073   
0       1       7       	0.772	10.3042   
0       1       8       	0.206	2.7288    
0       1       9       	0.956	12.7064   
0       1       10      	0.728	9.70927   
0       1       11      	0.94 	12.5155   
0       1       12      	0.474	6.30226   
0       1       13      	0.928	12.3127   
0       1       14      	0.174	2.32973   
0       1       15      	0.108	1.41252   
0       1       16      	0.728	9.63899   
0       1       17      	0.346	4.6189    
0       1       18      	0.102	1.37337   
0       1       19      	0.064	0.819137  
0       1       20      	0.15 	1.97502   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00447886  	93.5729      	0.361733   	13.0123   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.886	11.5488   
0       1       2       	0.082	1.03567   
0       1       3       	0.06 	0.79316   
0       1       4       	0.152	1.97701   
0       1       5       	0.728	9.53674   
0       1       6       	0.072	0.90169   
0       1       7       	0.972	12.6669   
0       1       8       	0.944	12.3145   
0       1       9       	0.96 	12.5065   
0       1       10      	0.938	12.2058   
0       1       11      	0.928	12.0894   
0       1       12      	0.896	11.678    
0       1       13      	0.986	12.8851   
0       1       14      	0.69 	9.00126   
0       1       15      	0.956	12.4583   
0       1       16      	0.972	12.6663   
0       1       17      	0.59 	7.73115   
0       1       18      	0.202	2.63578   
0       1       19      	0.456	5.953     
0       1       20      	0.214	2.78859   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00458602  	94.2398      	0.352345   	12.6846   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.476	6.09196   
0       1       2       	0.132	1.67003   
0       1       3       	0.082	1.07454   
0       1       4       	0.688	8.77929   
0       1       5       	0.922	11.6993   
0       1       6       	0.542	6.86407   
0       1       7       	0.736	9.34691   
0       1       8       	0.514	6.55242   
0       1       9       	0.532	6.7269    
0       1       10      	0.238	2.98711   
0       1       11      	0.628	7.93041   
0       1       12      	0.826	10.5072   
0       1       13      	0.372	4.6807    
0       1       14      	0.202	2.56155   
0       1       15      	0.952	12.0909   
0       1       16      	0.604	7.72593   
0       1       17      	0.532	6.76938   
0       1       18      	0.914	11.6058   
0       1       19      	0.466	5.92587   
0       1       20      	0.682	8.67372   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407891  	88.947       	0.419482   	14.2819   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.622	8.8432    
0       1       2       	0.346	4.91502   
0       1       3       	0.958	13.6655   
0       1       4       	0.604	8.65846   
0       1       5       	0.952	13.6041   
0       1       6       	0.748	10.7471   
0       1       7       	0.866	12.3794   
0       1       8       	0.948	13.5406   
0       1       9       	0.948	13.5338   
0       1       10      	0.942	13.4761   
0       1       11      	0.94 	13.4399   
0       1       12      	0.67 	9.62017   
0       1       13      	0.258	3.62119   
0       1       14      	0.772	11.0444   
0       1       15      	0.476	6.70624   
0       1       16      	0.054	0.731991  
0       1       17      	0.962	13.7483   
0       1       18      	0.564	8.0841    
0       1       19      	0.936	13.3775   
0       1       20      	0.344	4.90281   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00399407  	86.8678      	0.436884   	14.6411   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.336	4.91252   
0       1       2       	0.354	5.14498   
0       1       3       	0.87 	12.6613   
0       1       4       	0.054	0.796646  
0       1       5       	0.604	8.85859   
0       1       6       	0.476	6.99162   
0       1       7       	0.082	1.214     
0       1       8       	0.906	13.193    
0       1       9       	0.944	13.8002   
0       1       10      	0.408	5.97829   
0       1       11      	0.192	2.79035   
0       1       12      	0.826	12.1097   
0       1       13      	0.946	13.8575   
0       1       14      	0.67 	9.77552   
0       1       15      	0.952	13.8826   
0       1       16      	0.826	12.0847   
0       1       17      	0.682	10.0089   
0       1       18      	0.826	12.0775   
0       1       19      	0.914	13.3511   
0       1       20      	0.862	12.6106   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417682  	90.5737      	0.404447   	13.9223   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.942	13.1645   
0       1       2       	0.942	13.1369   
0       1       3       	0.15 	2.11211   
0       1       4       	0.226	3.10808   
0       1       5       	0.192	2.65018   
0       1       6       	0.954	13.3237   
0       1       7       	0.542	7.58394   
0       1       8       	0.906	12.6676   
0       1       9       	0.794	11.1656   
0       1       10      	0.926	12.9462   
0       1       11      	0.956	13.3201   
0       1       12      	0.662	9.24398   
0       1       13      	0.938	13.0848   
0       1       14      	0.924	12.9481   
0       1       15      	0.06 	0.837168  
0       1       16      	0.736	10.3059   
0       1       17      	0.336	4.64747   
0       1       18      	0.06 	0.814359  
0       1       19      	1    	13.9581   
0       1       20      	0.772	10.7936   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386605  	83.77        	0.466993   	15.039    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.69 	10.3445   
0       1       2       	0.766	11.5545   
0       1       3       	0.942	14.1628   
0       1       4       	0.894	13.4722   
0       1       5       	0.95 	14.3089   
0       1       6       	0.894	13.5135   
0       1       7       	0.728	10.9581   
0       1       8       	0.522	7.89713   
0       1       9       	0.948	14.2831   
0       1       10      	0.604	9.11797   
0       1       11      	0.926	13.9658   
0       1       12      	0.944	14.213    
0       1       13      	0.94 	14.1768   
0       1       14      	0.938	14.1325   
0       1       15      	0.382	5.71516   
0       1       16      	0.06 	0.907927  
0       1       17      	0.108	1.63988   
0       1       18      	0.662	9.99085   
0       1       19      	0.938	14.1316   
0       1       20      	0.914	13.7868   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417624  	90.572       	0.403311   	13.9117   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.3  	4.20335   
0       1       2       	0.674	9.46294   
0       1       3       	0.098	1.41476   
0       1       4       	0.928	12.9601   
0       1       5       	0.998	13.9194   
0       1       6       	0.866	12.0891   
0       1       7       	0.926	12.869    
0       1       8       	0.044	0.648623  
0       1       9       	0.564	7.8912    
0       1       10      	0.862	12.0344   
0       1       11      	0.952	13.2877   
0       1       12      	0.154	2.15433   
0       1       13      	0.592	8.25057   
0       1       14      	0.062	0.87277   
0       1       15      	0.948	13.2173   
0       1       16      	0.846	11.8072   
0       1       17      	0.202	2.82228   
0       1       18      	0.132	1.77962   
0       1       19      	0.6  	8.38526   
0       1       20      	0.098	1.38451   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407093  	88.9657      	0.421501   	14.2872   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.962	13.7574   
0       1       2       	0.15 	2.16131   
0       1       3       	0.986	14.103    
0       1       4       	0.794	11.338    
0       1       5       	0.232	3.33649   
0       1       6       	0.938	13.3756   
0       1       7       	0.87 	12.4386   
0       1       8       	0.476	6.78715   
0       1       9       	0.944	13.5084   
0       1       10      	0.758	10.7889   
0       1       11      	0.132	1.93495   
0       1       12      	0.93 	13.2829   
0       1       13      	0.06 	0.887321  
0       1       14      	0.564	8.01475   
0       1       15      	0.548	7.79092   
0       1       16      	0.54 	7.67874   
0       1       17      	0.932	13.3086   
0       1       18      	0.682	9.72926   
0       1       19      	0.95 	13.5796   
0       1       20      	0.052	0.722474  
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0041916   	90.5969      	0.403541   	13.9187   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.776	10.7757   
0       1       2       	0.062	0.847356  
0       1       3       	0.592	8.34231   
0       1       4       	0.662	9.24249   
0       1       5       	0.894	12.4972   
0       1       6       	0.736	10.2333   
0       1       7       	0.466	6.44036   
0       1       8       	0.936	13.093    
0       1       9       	0.952	13.2606   
0       1       10      	0.926	12.87     
0       1       11      	0.74 	10.3737   
0       1       12      	0.068	0.95881   
0       1       13      	0.42 	5.86182   
0       1       14      	0.896	12.44     
0       1       15      	0.94 	13.0649   
0       1       16      	0.118	1.63466   
0       1       17      	0.05 	0.702414  
0       1       18      	0.59 	8.15423   
0       1       19      	0.928	12.8973   
0       1       20      	0.962	13.3624   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00449485  	93.6081      	0.364745   	12.9169   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.158	2.06527   
0       1       2       	0.88 	11.4098   
0       1       3       	0.95 	12.333    
0       1       4       	0.948	12.2757   
0       1       5       	0.368	4.75732   
0       1       6       	0.916	11.8672   
0       1       7       	0.89 	11.4867   
0       1       8       	0.06 	0.784801  
0       1       9       	0.856	11.0187   
0       1       10      	0.26 	3.31173   
0       1       11      	0.474	6.14976   
0       1       12      	0.084	1.08454   
0       1       13      	0.938	12.129    
0       1       14      	0.132	1.72886   
0       1       15      	0.456	5.96677   
0       1       16      	0.964	12.4808   
0       1       17      	0.16 	2.11129   
0       1       18      	0.846	10.9193   
0       1       19      	0.94 	12.1562   
0       1       20      	0.928	12.0147   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00436449  	92.7563      	0.373716   	13.2924   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.682	9.11986   
0       1       2       	0.794	10.6599   
0       1       3       	0.938	12.5111   
0       1       4       	0.604	8.08706   
0       1       5       	0.322	4.27232   
0       1       6       	0.046	0.610911  
0       1       7       	0.548	7.26264   
0       1       8       	0.068	0.889742  
0       1       9       	0.082	1.10587   
0       1       10      	0.728	9.66503   
0       1       11      	0.114	1.52179   
0       1       12      	0.884	11.7923   
0       1       13      	0.954	12.6747   
0       1       14      	0.914	12.1368   
0       1       15      	0.082	1.07557   
0       1       16      	0.54 	7.19681   
0       1       17      	0.078	1.063     
0       1       18      	0.094	1.21091   
0       1       19      	0.282	3.69333   
0       1       20      	0.54 	7.19724   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0042906   	91.8223      	0.392047   	13.5375   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.96 	13.0203   
0       1       2       	0.922	12.4894   
0       1       3       	0.894	12.1579   
0       1       4       	0.174	2.37243   
0       1       5       	0.884	11.9688   
0       1       6       	0.728	9.89949   
0       1       7       	0.942	12.7221   
0       1       8       	0.072	0.993959  
0       1       9       	0.914	12.3877   
0       1       10      	0.368	5.01675   
0       1       11      	0.772	10.426    
0       1       12      	0.728	9.86204   
0       1       13      	0.678	9.13202   
0       1       14      	0.592	8.0363    
0       1       15      	0.582	7.9557    
0       1       16      	0.682	9.14719   
0       1       17      	0.58 	7.74515   
0       1       18      	0.846	11.4713   
0       1       19      	0.87 	11.7871   
0       1       20      	0.772	10.4155   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00397192  	86.8143      	0.441502   	14.6609   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.998	14.6685   
0       1       2       	0.12 	1.7448    
0       1       3       	0.938	13.757    
0       1       4       	0.466	6.78024   
0       1       5       	0.736	10.7752   
0       1       6       	0.67 	9.85345   
0       1       7       	0.948	13.957    
0       1       8       	0.958	14.0632   
0       1       9       	0.962	14.132    
0       1       10      	0.668	9.77872   
0       1       11      	0.94 	13.7785   
0       1       12      	0.082	1.20369   
0       1       13      	0.118	1.68461   
0       1       14      	0.226	3.30905   
0       1       15      	0.894	13.1142   
0       1       16      	0.958	14.0521   
0       1       17      	0.93 	13.6337   
0       1       18      	0.644	9.39661   
0       1       19      	0.718	10.5572   
0       1       20      	0.826	12.1722   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386881  	83.7719      	0.467925   	15.0207   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.936	14.1202   
0       1       2       	0.826	12.4255   
0       1       3       	0.068	1.02746   
0       1       4       	0.26 	4.02752   
0       1       5       	0.914	13.7575   
0       1       6       	0.922	13.9187   
0       1       7       	0.662	9.92837   
0       1       8       	0.156	2.3387    
0       1       9       	0.952	14.3256   
0       1       10      	0.87 	13.0903   
0       1       11      	0.592	8.90348   
0       1       12      	0.954	14.3162   
0       1       13      	0.354	5.34959   
0       1       14      	0.156	2.4113    
0       1       15      	0.944	14.2064   
0       1       16      	0.956	14.3713   
0       1       17      	0.102	1.5093    
0       1       18      	0.062	0.946948  
0       1       19      	0.772	11.5974   
0       1       20      	0.336	5.05326   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00440311  	92.8231      	0.376871   	13.2488   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.514	6.8098    
0       1       2       	0.322	4.18119   
0       1       3       	0.54 	7.15297   
0       1       4       	0.258	3.40823   
0       1       5       	0.936	12.4578   
0       1       6       	0.124	1.60294   
0       1       7       	0.87 	11.5502   
0       1       8       	0.952	12.638    
0       1       9       	0.202	2.61648   
0       1       10      	0.938	12.478    
0       1       11      	0.938	12.4232   
0       1       12      	0.3  	3.9565    
0       1       13      	0.928	12.3205   
0       1       14      	0.924	12.242    
0       1       15      	0.728	9.70928   
0       1       16      	0.826	10.953    
0       1       17      	0.81 	10.7559   
0       1       18      	0.476	6.31895   
0       1       19      	0.936	12.3846   
0       1       20      	0.95 	12.6144   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00416583  	90.5498      	0.403439   	13.9594   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.604	8.47992   
0       1       2       	0.068	0.962354  
0       1       3       	0.122	1.704     
0       1       4       	0.282	3.99877   
0       1       5       	0.94 	13.1693   
0       1       6       	0.83 	11.6248   
0       1       7       	0.948	13.2385   
0       1       8       	0.084	1.15786   
0       1       9       	0.15 	2.10989   
0       1       10      	0.078	1.06533   
0       1       11      	0.068	0.938893  
0       1       12      	0.226	3.11039   
0       1       13      	0.846	11.8117   
0       1       14      	1    	13.9933   
0       1       15      	0.69 	9.66362   
0       1       16      	0.974	13.6294   
0       1       17      	0.932	13.0199   
0       1       18      	0.912	12.7132   
0       1       19      	0.962	13.487    
0       1       20      	0.108	1.53099   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396857  	86.764       	0.440811   	14.6483   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.368	5.33705   
0       1       2       	0.564	8.27873   
0       1       3       	0.94 	13.8084   
0       1       4       	0.952	13.9617   
0       1       5       	0.95 	13.941    
0       1       6       	0.942	13.8044   
0       1       7       	0.952	13.9881   
0       1       8       	0.062	0.913712  
0       1       9       	0.948	13.8876   
0       1       10      	0.54 	7.88365   
0       1       11      	0.95 	13.9304   
0       1       12      	0.258	3.74806   
0       1       13      	0.974	14.2959   
0       1       14      	0.37 	5.39826   
0       1       15      	0.216	3.17103   
0       1       16      	0.826	12.1144   
0       1       17      	0.96 	14.0625   
0       1       18      	0.954	13.9855   
0       1       19      	0.728	10.7132   
0       1       20      	0.924	13.5726   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396602  	86.757       	0.441735   	14.6596   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.928	13.5946   
0       1       2       	0.826	12.1112   
0       1       3       	0.06 	0.849164  
0       1       4       	0.15 	2.15383   
0       1       5       	0.514	7.63108   
0       1       6       	0.93 	13.6684   
0       1       7       	0.466	6.85762   
0       1       8       	0.3  	4.40294   
0       1       9       	0.944	13.8515   
0       1       10      	0.572	8.40252   
0       1       11      	0.906	13.3881   
0       1       12      	0.772	11.3636   
0       1       13      	0.062	0.940737  
0       1       14      	0.936	13.7636   
0       1       15      	0.548	8.04478   
0       1       16      	0.548	8.11561   
0       1       17      	0.938	13.7764   
0       1       18      	0.67 	9.80376   
0       1       19      	0.604	8.89086   
0       1       20      	0.59 	8.60235   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407456  	88.9503      	0.418578   	14.2795   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.866	12.3264   
0       1       2       	0.926	13.2247   
0       1       3       	0.884	12.6502   
0       1       4       	0.16 	2.28122   
0       1       5       	0.93 	13.3056   
0       1       6       	0.896	12.8119   
0       1       7       	0.846	12.1397   
0       1       8       	0.896	12.8013   
0       1       9       	0.082	1.10858   
0       1       10      	0.564	8.12585   
0       1       11      	0.93 	13.2387   
0       1       12      	0.94 	13.4547   
0       1       13      	0.676	9.67453   
0       1       14      	0.942	13.4871   
0       1       15      	0.084	1.20198   
0       1       16      	0.456	6.45759   
0       1       17      	0.772	11.0338   
0       1       18      	0.064	0.935408  
0       1       19      	0.728	10.3198   
0       1       20      	0.772	11.0821   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387955  	83.8503      	0.467881   	15.0306   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.626	9.34578   
0       1       2       	0.082	1.25542   
0       1       3       	0.644	9.61317   
0       1       4       	0.926	13.9534   
0       1       5       	0.216	3.25812   
0       1       6       	0.794	11.8809   
0       1       7       	0.94 	14.1145   
0       1       8       	0.59 	8.86293   
0       1       9       	0.88 	13.2505   
0       1       10      	0.944	14.1945   
0       1       11      	0.078	1.19326   
0       1       12      	0.894	13.3833   
0       1       13      	0.932	13.9748   
0       1       14      	0.952	14.3035   
0       1       15      	0.894	13.4513   
0       1       16      	0.95 	14.253    
0       1       17      	0.082	1.27891   
0       1       18      	0.958	14.3956   
0       1       19      	0.932	14.0174   
0       1       20      	0.932	14.0176   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00428304  	91.8187      	0.386892   	13.5893   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.936	12.7394   
0       1       2       	0.582	7.90106   
0       1       3       	0.884	11.9976   
0       1       4       	0.83 	11.3338   
0       1       5       	0.466	6.29688   
0       1       6       	0.126	1.69775   
0       1       7       	0.052	0.721571  
0       1       8       	0.948	12.911    
0       1       9       	0.954	12.97     
0       1       10      	0.87 	11.8036   
0       1       11      	0.382	5.15823   
0       1       12      	0.682	9.22173   
0       1       13      	0.736	10.013    
0       1       14      	0.924	12.5498   
0       1       15      	0.948	12.9095   
0       1       16      	0.682	9.23945   
0       1       17      	0.37 	5.01322   
0       1       18      	0.93 	12.6731   
0       1       19      	0.736	9.96867   
0       1       20      	0.974	13.2982   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00424912  	91.7387      	0.383599   	13.6797   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.948	13.0132   
0       1       2       	0.548	7.47943   
0       1       3       	0.662	9.13002   
0       1       4       	0.238	3.21513   
0       1       5       	0.922	12.6313   
0       1       6       	0.776	10.6408   
0       1       7       	0.438	5.9717    
0       1       8       	0.152	2.04808   
0       1       9       	0.8  	10.9709   
0       1       10      	0.948	13.0258   
0       1       11      	0.948	13.0233   
0       1       12      	0.59 	8.08584   
0       1       13      	0.062	0.848287  
0       1       14      	0.09 	1.2405    
0       1       15      	0.862	11.8146   
0       1       16      	0.124	1.75243   
0       1       17      	0.69 	9.47217   
0       1       18      	0.052	0.705925  
0       1       19      	0.964	13.2307   
0       1       20      	0.932	12.7827   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398277  	86.8613      	0.439717   	14.637    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.926	13.518    
0       1       2       	0.772	11.2588   
0       1       3       	0.58 	8.43227   
0       1       4       	0.078	1.11778   
0       1       5       	0.718	10.5026   
0       1       6       	0.926	13.5424   
0       1       7       	0.206	3.05118   
0       1       8       	0.956	13.992    
0       1       9       	0.952	13.9434   
0       1       10      	0.942	13.7947   
0       1       11      	0.942	13.7966   
0       1       12      	0.776	11.3337   
0       1       13      	0.964	14.0936   
0       1       14      	0.082	1.18133   
0       1       15      	0.102	1.46249   
0       1       16      	0.124	1.83131   
0       1       17      	0.868	12.7014   
0       1       18      	0.082	1.19428   
0       1       19      	0.58 	8.49507   
0       1       20      	0.69 	10.0557   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00467897  	94.7876      	0.341346   	12.4027   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.928	11.5306   
0       1       2       	0.466	5.83444   
0       1       3       	0.94 	11.6966   
0       1       4       	0.476	5.9694    
0       1       5       	0.084	1.05067   
0       1       6       	0.958	11.9558   
0       1       7       	0.944	11.757    
0       1       8       	0.94 	11.6915   
0       1       9       	0.668	8.30058   
0       1       10      	0.772	9.62267   
0       1       11      	0.946	11.7793   
0       1       12      	0.682	8.48256   
0       1       13      	0.8  	9.97005   
0       1       14      	0.956	11.8897   
0       1       15      	0.956	11.911    
0       1       16      	0.942	11.706    
0       1       17      	0.202	2.49161   
0       1       18      	0.956	11.9098   
0       1       19      	0.944	11.7036   
0       1       20      	0.944	11.7398   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407944  	88.9687      	0.419053   	14.2737   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.944	13.4911   
0       1       2       	0.28 	4.09194   
0       1       3       	0.062	0.91068   
0       1       4       	0.626	8.96387   
0       1       5       	0.728	10.4639   
0       1       6       	0.336	4.8076    
0       1       7       	0.928	13.2423   
0       1       8       	0.26 	3.68908   
0       1       9       	0.152	2.17833   
0       1       10      	0.926	13.1814   
0       1       11      	0.938	13.4295   
0       1       12      	0.046	0.660281  
0       1       13      	0.958	13.723    
0       1       14      	0.928	13.2749   
0       1       15      	0.772	10.9452   
0       1       16      	0.93 	13.3115   
0       1       17      	0.15 	2.15985   
0       1       18      	0.06 	0.835776  
