0       1       1       	0.94 	14.1458   
0       1       2       	0.16 	2.45687   
0       1       3       	0.866	13.0546   
0       1       4       	0.856	12.9131   
0       1       5       	0.078	1.16463   
0       1       6       	0.772	11.6853   
0       1       7       	0.622	9.47359   
0       1       8       	0.368	5.53363   
0       1       9       	0.202	3.05295   
0       1       10      	0.69 	10.3289   
0       1       11      	0.942	14.2068   
0       1       12      	0.944	14.2297   
0       1       13      	0.58 	8.74615   
0       1       14      	0.94 	14.1572   
0       1       15      	0.8  	12.0321   
0       1       16      	0.936	14.1013   
0       1       17      	0.042	0.656553  
0       1       18      	0.532	7.96399   
0       1       19      	0.83 	12.4714   
0       1       20      	0.846	12.7353   
