0       1       1       	0.928	12.9322   
0       1       2       	0.808	11.2504   
0       1       3       	0.514	7.18972   
0       1       4       	0.586	8.19197   
0       1       5       	0.926	12.8838   
0       1       6       	0.69 	9.61933   
0       1       7       	0.604	8.36604   
0       1       8       	0.914	12.7425   
0       1       9       	0.952	13.2436   
0       1       10      	0.532	7.48787   
0       1       11      	0.604	8.42104   
0       1       12      	0.826	11.4821   
0       1       13      	0.958	13.3832   
0       1       14      	0.81 	11.2405   
0       1       15      	0.95 	13.2404   
0       1       16      	0.974	13.5847   
0       1       17      	0.202	2.80401   
0       1       18      	0.826	11.5402   
0       1       19      	0.944	13.1901   
0       1       20      	0.862	12.0621   
