0       1       1       	0.238	3.70971   
0       1       2       	0.932	14.3658   
0       1       3       	0.548	8.44012   
0       1       4       	0.3  	4.63822   
0       1       5       	0.082	1.29073   
0       1       6       	0.368	5.69886   
0       1       7       	0.572	8.87878   
0       1       8       	0.928	14.3342   
0       1       9       	0.082	1.28965   
0       1       10      	0.514	7.87135   
0       1       11      	0.548	8.40998   
0       1       12      	0.072	1.08354   
0       1       13      	0.444	6.89716   
0       1       14      	0.15 	2.30852   
0       1       15      	0.466	7.2418    
0       1       16      	0.586	9.04768   
0       1       17      	0.678	10.4394   
0       1       18      	0.956	14.7527   
0       1       19      	0.482	7.46801   
0       1       20      	0.954	14.7059   
