0       1       1       	0.938	11.9914   
0       1       2       	0.928	11.8312   
0       1       3       	0.944	12.0857   
0       1       4       	0.132	1.73026   
0       1       5       	0.548	6.94737   
0       1       6       	0.644	8.22378   
0       1       7       	0.932	11.9141   
0       1       8       	0.296	3.71238   
0       1       9       	0.322	4.12192   
0       1       10      	0.914	11.6583   
0       1       11      	0.942	12.0321   
0       1       12      	0.59 	7.52463   
0       1       13      	0.83 	10.571    
0       1       14      	0.626	8.00131   
0       1       15      	0.938	11.9497   
0       1       16      	0.93 	11.8813   
0       1       17      	0.938	11.9637   
0       1       18      	0.682	8.73154   
0       1       19      	0.884	11.3209   
0       1       20      	0.928	11.8641   
