0       1       1       	0.74 	10.36     
0       1       2       	0.914	12.7646   
0       1       3       	0.846	11.7641   
0       1       4       	0.482	6.73137   
0       1       5       	0.866	12.1107   
0       1       6       	0.068	0.939698  
0       1       7       	0.808	11.2178   
0       1       8       	0.542	7.48581   
0       1       9       	0.626	8.77405   
0       1       10      	0.718	10.0349   
0       1       11      	0.884	12.417    
0       1       12      	0.948	13.277    
0       1       13      	0.948	13.2671   
0       1       14      	0.078	1.10451   
0       1       15      	0.772	10.8462   
0       1       16      	0.954	13.3293   
0       1       17      	0.828	11.5096   
0       1       18      	0.06 	0.806458  
0       1       19      	0.936	13.0984   
0       1       20      	0.958	13.3763   
