0       1       1       	0.87 	12.3763   
0       1       2       	0.914	13.0566   
0       1       3       	0.728	10.4325   
0       1       4       	0.936	13.3422   
0       1       5       	0.674	9.67578   
0       1       6       	0.15 	2.10881   
0       1       7       	0.482	6.88629   
0       1       8       	0.922	13.149    
0       1       9       	0.826	11.7518   
0       1       10      	0.928	13.2462   
0       1       11      	0.928	13.2396   
0       1       12      	0.95 	13.5926   
0       1       13      	0.958	13.6403   
0       1       14      	0.782	11.1286   
0       1       15      	0.94 	13.4362   
0       1       16      	0.226	3.21378   
0       1       17      	0.54 	7.68891   
0       1       18      	0.174	2.53456   
0       1       19      	0.06 	0.884872  
0       1       20      	0.18 	2.55562   
