0       1       1       	0.064	0.928866  
0       1       2       	0.944	13.4411   
0       1       3       	0.068	0.959639  
0       1       4       	0.052	0.732385  
0       1       5       	0.514	7.28253   
0       1       6       	0.368	5.19763   
0       1       7       	0.118	1.632     
0       1       8       	0.516	7.38912   
0       1       9       	0.938	13.3528   
0       1       10      	0.914	13.0381   
0       1       11      	0.95 	13.5596   
0       1       12      	0.954	13.6073   
0       1       13      	0.124	1.71557   
0       1       14      	0.952	13.5537   
0       1       15      	0.928	13.2608   
0       1       16      	0.87 	12.4155   
0       1       17      	0.478	6.81316   
0       1       18      	0.476	6.87348   
0       1       19      	0.952	13.5773   
0       1       20      	0.548	7.72629   
