0       0.6727  1       	0.936	13.7082   
0       0.6727  2       	0.582	8.44265   
0       0.6727  4       	0.83 	12.1917   
0       0.6727  5       	0.466	6.81989   
0       0.6727  8       	0.948	13.8201   
0       0.6727  10      	0.87 	12.7575   
0       0.6727  12      	0.682	9.96103   
0       0.6727  13      	0.736	10.8331   
0       0.6727  14      	0.924	13.6008   
0       0.6727  15      	0.948	13.9134   
0       0.6727  16      	0.682	10.0698   
0       0.6727  18      	0.93 	13.5766   
3       0.0952  11      	0.766	7.96314   
9       0.097   17      	0.727	7.35477   
19      0.0748  6       	0.561	4.8579    
20      0.0603  7       	0.07 	0.852736  
