0       0.4905  3       	0.098	1.52613   
0       0.4905  5       	0.998	15.0207   
0       0.4905  9       	0.564	8.53505   
0       0.4905  11      	0.952	14.3824   
0       0.4905  13      	0.592	8.82182   
0       0.4905  14      	0.062	0.928738  
0       0.4905  15      	0.948	14.2449   
0       0.4905  19      	0.6  	8.99445   
2       0.0784  20      	0.514	5.4675    
4       0.0646  8       	0.05 	0.258421  
6       0.0955  1       	0.58 	7.30725   
7       0.101   17      	0.604	7.03725   
10      0.092   12      	0.531	3.76025   
16      0.0781  18      	0.337	3.85633   
