0       0.5529  1       	0.946	13.1291   
0       0.5529  3       	1    	13.8396   
0       0.5529  6       	0.564	7.77972   
0       0.5529  12      	0.564	7.74823   
0       0.5529  13      	0.938	12.9113   
0       0.5529  14      	0.928	12.8182   
0       0.5529  15      	0.938	13.0342   
0       0.5529  20      	0.972	13.0666   
7       0.0645  4       	0.07 	0.680248  
8       0.1006  10      	0.673	6.43792   
9       0.103   19      	0.684	8.15291   
11      0.0587  17      	0.263	3.17969   
16      0.0658  5       	0.096	0.807599  
18      0.0545  2       	0.084	1.01794   
