0       0.5788  3       	0.408	6.42284   
0       0.5788  4       	0.456	7.37398   
0       0.5788  5       	0.808	12.8208   
0       0.5788  6       	0.934	14.8657   
0       0.5788  10      	0.958	15.2237   
0       0.5788  11      	0.956	15.1571   
0       0.5788  13      	0.058	0.916593  
0       0.5788  16      	0.456	7.16191   
0       0.5788  17      	0.058	0.89722   
0       0.5788  19      	0.958	15.1815   
2       0.0959  20      	0.56 	6.33762   
7       0.0773  14      	0.091	0.78912   
8       0.0785  1       	0.072	0.492229  
9       0.0795  15      	0.41 	4.72131   
12      0.09    18      	0.193	1.52934   
