0       0.6321  1       	0.94 	14.9387   
0       0.6321  4       	0.466	7.4665    
0       0.6321  7       	0.532	8.48815   
0       0.6321  8       	1    	15.9198   
0       0.6321  9       	0.476	7.60464   
0       0.6321  10      	0.906	14.4091   
0       0.6321  12      	1    	15.9259   
0       0.6321  13      	0.782	12.3562   
0       0.6321  15      	0.87 	13.7866   
0       0.6321  20      	0.94 	14.9723   
2       0.0696  16      	0.08 	1.04328   
14      0.0918  11      	0.536	5.90646   
17      0.074   6       	0.182	2.30554   
19      0.0681  3       	0.419	4.31351   
