0       0.7124  1       	0.866	12.0955   
0       0.7124  2       	0.926	12.8361   
0       0.7124  3       	0.884	12.3063   
0       0.7124  5       	0.93 	12.9727   
0       0.7124  10      	0.564	7.79778   
0       0.7124  11      	0.93 	12.8823   
0       0.7124  12      	0.94 	13.0793   
0       0.7124  13      	0.676	9.41155   
0       0.7124  14      	0.942	13.1321   
0       0.7124  16      	0.456	6.27359   
0       0.7124  17      	0.772	10.8012   
0       0.7124  20      	0.772	10.7356   
6       0.0696  15      	0.134	1.28425   
7       0.0916  4       	0.511	4.10908   
8       0.0673  9       	0.1  	1.40618   
19      0.0592  18      	0.149	1.54351   
