0       0.6755  1       	0.928	13.4658   
0       0.6755  2       	0.826	12.0341   
0       0.6755  5       	0.514	7.37911   
0       0.6755  7       	0.466	6.69406   
0       0.6755  9       	0.944	13.7882   
0       0.6755  10      	0.572	8.34455   
0       0.6755  11      	0.906	13.1727   
0       0.6755  15      	0.548	8.09483   
0       0.6755  16      	0.548	8.00325   
0       0.6755  17      	0.938	13.6251   
0       0.6755  19      	0.604	8.70005   
0       0.6755  20      	0.59 	8.58496   
6       0.0691  13      	0.069	0.458669  
12      0.0966  8       	0.625	6.53591   
14      0.07    3       	0.077	0.935657  
18      0.0888  4       	0.614	7.95757   
