0       0.5474  3       	0.938	15.2378   
0       0.5474  4       	0.548	8.96645   
0       0.5474  9       	0.938	15.2711   
0       0.5474  11      	0.74 	11.9996   
0       0.5474  14      	0.74 	12.0419   
0       0.5474  16      	0.8  	12.9776   
0       0.5474  17      	0.924	15.0615   
0       0.5474  19      	0.866	14.049    
8       0.0489  6       	0.224	0.578896  
12      0.097   10      	0.578	7.5324    
13      0.096   7       	0.723	6.32689   
15      0.0654  5       	0.1  	0.994434  
18      0.0827  2       	0.368	3.49833   
20      0.0626  1       	0.064	0.467045  
