0      	0.00375478  	78.2308      	0.498265   	15.3964   
1      	0.0051567   	9.76606      	0.742666   	9.98962   
6      	0.00535847  	16.1428      	0.620877   	8.95759   
9      	0.00477125  	0            	0.998004   	9.01551   
10     	0.00398329  	0            	0.706215   	8.32737   
13     	0.00357046  	0            	0.898473   	13.5505   
18     	0.00372769  	0            	1.16186    	13.9874   
20     	0.00471864  	3.44575      	0.806452   	10.9033   
0      	0.0042868   	89.0392      	0.396051   	13.7132   
7      	0.00430439  	0            	0.84122    	10.2807   
8      	0.00570841  	12.4743      	0.822481   	9.16334   
9      	0.0043078   	0.995954     	0.995954   	11.7898   
11     	0.00370874  	0            	0.813449   	11.5474   
16     	0.00572007  	0            	0.813787   	8.83482   
18     	0.00346322  	0            	1.05438    	13.5624   
0      	0.00359556  	55.3241      	0.659947   	16.2326   
8      	0.00359077  	0            	0.957786   	13.7277   
11     	0.00381581  	0            	1.17271    	6.15887   
12     	0.00394176  	0            	0.9        	12.6085   
17     	0.00519814  	9.31308      	0.858653   	10.2632   
19     	0.0046054   	0.742115     	0.96475    	10.72     
20     	0.0027058   	0            	0.931414   	14.3791   
0      	0.00386715  	83.6192      	0.46818    	15.0276   
2      	0.00400016  	0            	0.885282   	12.4298   
6      	0.00546143  	21.8329      	0.314465   	6.72952   
12     	0.00714521  	12.2838      	0.665188   	7.10054   
0      	0.00404722  	88.6748      	0.419017   	14.2852   
7      	0.00353478  	0            	0.83426    	12.6858   
14     	0.00487709  	4.19834      	0.832429   	10.9642   
19     	0.00422887  	5.98389      	0.89183    	12.413    
20     	0.00387529  	0            	1.03687    	12.699    
0      	0.00407055  	88.8645      	0.420398   	14.2597   
1      	0.0056699   	0.18315      	0.824176   	9.56799   
7      	0.00378114  	0            	0.799148   	11.8795   
8      	0.00502663  	0            	0.841622   	7.75695   
0      	0.0040754   	88.5441      	0.420287   	14.168    
1      	0.0076994   	10.3264      	0.535045   	6.74313   
2      	0.00428477  	0            	1.0411     	10.197    
5      	0.00567834  	14.5515      	0.76412    	8.8402    
11     	0.00467969  	2.29751      	0.817757   	9.21503   
13     	0.00343981  	0            	0.935065   	13.0085   
16     	0.00601041  	19.5338      	0.656599   	8.36581   
0      	0.00389165  	83.5799      	0.470744   	14.9956   
7      	0.00415233  	0            	0.870196   	11.8369   
9      	0.00403203  	0            	0.800377   	11.0177   
