Waf: Entering directory `/home/kentux/git/ns-3-dev-git/build'
Waf: Leaving directory `/home/kentux/git/ns-3-dev-git/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.063s)
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0       1       12      	0.782	11.8331   
0       1       13      	1    	15.0882   
0       1       14      	0.572	8.60255   
0       1       15      	0.682	10.2621   
0       1       16      	0.174	2.67226   
0       1       17      	0.952	14.332    
0       1       18      	0.95 	14.3323   
0       1       19      	0.062	0.918339  
0       1       20      	0.662	10.0285   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396619  	86.789       	0.441644   	14.6762   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.564	8.23266   
0       1       2       	0.81 	11.8454   
0       1       3       	0.268	3.91728   
0       1       4       	0.922	13.5477   
0       1       5       	0.944	13.8808   
0       1       6       	0.866	12.689    
0       1       7       	0.09 	1.30492   
0       1       8       	0.928	13.6292   
0       1       9       	0.16 	2.31109   
0       1       10      	0.928	13.6041   
0       1       11      	0.466	6.80149   
0       1       12      	0.856	12.6015   
0       1       13      	0.36 	5.22526   
0       1       14      	0.15 	2.19649   
0       1       15      	0.564	8.30515   
0       1       16      	0.922	13.5279   
0       1       17      	0.15 	2.20523   
0       1       18      	0.948	13.964    
0       1       19      	0.54 	7.91901   
0       1       20      	0.232	3.45412   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00459895  	94.2596      	0.350131   	12.6747   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.962	12.1974   
0       1       2       	0.946	12.0511   
0       1       3       	0.122	1.57075   
0       1       4       	0.856	10.8436   
0       1       5       	0.18 	2.32075   
0       1       6       	0.914	11.6026   
0       1       7       	0.102	1.27067   
0       1       8       	0.842	10.6922   
0       1       9       	0.154	1.96283   
0       1       10      	0.282	3.52929   
0       1       11      	0.948	12.0341   
0       1       12      	0.736	9.40439   
0       1       13      	0.96 	12.1446   
0       1       14      	0.122	1.55623   
0       1       15      	0.174	2.18278   
0       1       16      	0.948	12.006    
0       1       17      	0.88 	11.2162   
0       1       18      	0.26 	3.27698   
0       1       19      	0.3  	3.89348   
0       1       20      	0.94 	11.9114   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387015  	83.7922      	0.466429   	15.0482   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.476	7.10831   
0       1       2       	0.928	13.9622   
0       1       3       	0.592	8.85304   
0       1       4       	0.118	1.74345   
0       1       5       	0.572	8.68575   
0       1       6       	0.728	10.8966   
0       1       7       	0.072	1.09341   
0       1       8       	1    	15.0748   
0       1       9       	0.914	13.7206   
0       1       10      	0.456	6.83072   
0       1       11      	0.476	7.22269   
0       1       12      	0.956	14.4266   
0       1       13      	0.972	14.6601   
0       1       14      	0.476	7.20327   
0       1       15      	0.932	14.0484   
0       1       16      	0.952	14.3788   
0       1       17      	0.954	14.3416   
0       1       18      	0.954	14.3637   
0       1       19      	0.776	11.6788   
0       1       20      	0.05 	0.793768  
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00437961  	92.7853      	0.373292   	13.2621   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.894	11.8523   
0       1       2       	0.948	12.583    
0       1       3       	0.682	8.9865    
0       1       4       	0.81 	10.7024   
0       1       5       	0.476	6.34817   
0       1       6       	0.794	10.5579   
0       1       7       	1    	13.2932   
0       1       8       	0.748	9.93425   
0       1       9       	0.928	12.3146   
0       1       10      	0.942	12.5071   
0       1       11      	0.87 	11.5483   
0       1       12      	0.59 	7.88168   
0       1       13      	0.054	0.735564  
0       1       14      	0.258	3.49666   
0       1       15      	0.952	12.6455   
0       1       16      	0.118	1.60986   
0       1       17      	0.926	12.3206   
0       1       18      	0.062	0.835292  
0       1       19      	0.476	6.31756   
0       1       20      	0.772	10.2421   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00446515  	93.5533      	0.362561   	13.0239   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.856	11.1521   
0       1       2       	0.928	12.1092   
0       1       3       	0.674	8.76055   
0       1       4       	0.894	11.6553   
0       1       5       	0.932	12.1898   
0       1       6       	0.942	12.332    
0       1       7       	0.938	12.2632   
0       1       8       	0.524	6.90518   
0       1       9       	0.948	12.3778   
0       1       10      	0.226	2.9683    
0       1       11      	0.942	12.2821   
0       1       12      	0.93 	12.1496   
0       1       13      	0.36 	4.65424   
0       1       14      	0.3  	3.89497   
0       1       15      	0.93 	12.1553   
0       1       16      	0.948	12.355    
0       1       17      	1    	13.0654   
0       1       18      	0.77 	10.1158   
0       1       19      	0.054	0.702731  
0       1       20      	0.674	8.78988   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00458249  	94.238       	0.352851   	12.6834   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.894	11.362    
0       1       2       	0.156	2.00295   
0       1       3       	0.884	11.2268   
0       1       4       	0.682	8.60098   
0       1       5       	0.8  	10.1574   
0       1       6       	0.368	4.74546   
0       1       7       	0.928	11.769    
0       1       8       	0.932	11.8658   
0       1       9       	0.6  	7.55533   
0       1       10      	0.95 	12.0515   
0       1       11      	0.232	2.94209   
0       1       12      	0.936	11.8616   
0       1       13      	0.382	4.91157   
0       1       14      	0.374	4.71588   
0       1       15      	0.92 	11.7254   
0       1       16      	0.16 	2.08156   
0       1       17      	0.068	0.873811  
0       1       18      	0.69 	8.75141   
0       1       19      	0.728	9.34101   
0       1       20      	0.87 	11.081    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00408484  	88.9565      	0.420348   	14.2667   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.068	0.969667  
0       1       2       	0.8  	11.4059   
0       1       3       	0.936	13.3203   
0       1       4       	1    	14.2836   
0       1       5       	0.772	10.992    
0       1       6       	0.914	13.0229   
0       1       7       	0.826	11.787    
0       1       8       	0.674	9.58746   
0       1       9       	0.69 	9.88341   
0       1       10      	0.94 	13.4053   
0       1       11      	0.884	12.5849   
0       1       12      	1    	14.2708   
0       1       13      	0.954	13.5737   
0       1       14      	0.896	12.709    
0       1       15      	0.316	4.39948   
0       1       16      	0.18 	2.55651   
0       1       17      	0.26 	3.66992   
0       1       18      	0.232	3.31999   
0       1       19      	0.466	6.59047   
0       1       20      	0.952	13.5972   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398016  	86.8254      	0.437893   	14.6487   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.932	13.6471   
0       1       2       	0.894	13.1051   
0       1       3       	0.044	0.650824  
0       1       4       	0.94 	13.7338   
0       1       5       	0.382	5.62175   
0       1       6       	0.914	13.3943   
0       1       7       	0.998	14.6487   
0       1       8       	0.894	13.0301   
0       1       9       	0.942	13.786    
0       1       10      	0.124	1.80317   
0       1       11      	0.542	7.93939   
0       1       12      	0.644	9.39043   
0       1       13      	0.926	13.553    
0       1       14      	0.514	7.53505   
0       1       15      	0.946	13.8426   
0       1       16      	0.682	10.0154   
0       1       17      	0.736	10.7897   
0       1       18      	0.456	6.71866   
0       1       19      	0.69 	10.066    
0       1       20      	0.052	0.781542  
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417362  	90.5651      	0.403313   	13.934    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.532	7.52891   
0       1       2       	0.938	13.0985   
0       1       3       	0.15 	2.10954   
0       1       4       	0.258	3.63245   
0       1       5       	0.532	7.37102   
0       1       6       	0.81 	11.3027   
0       1       7       	0.16 	2.22532   
0       1       8       	0.94 	13.129    
0       1       9       	0.514	7.13068   
0       1       10      	0.856	11.9938   
0       1       11      	0.96 	13.4174   
0       1       12      	0.928	12.9684   
0       1       13      	0.928	12.9834   
0       1       14      	0.958	13.3946   
0       1       15      	0.942	13.1762   
0       1       16      	0.564	7.88041   
0       1       17      	0.126	1.72903   
0       1       18      	0.682	9.59588   
0       1       19      	0.944	13.1983   
0       1       20      	0.282	4.03266   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00386584  	83.77        	0.466993   	15.0402   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.448	6.78972   
0       1       2       	0.132	1.99728   
0       1       3       	0.564	8.58726   
0       1       4       	0.476	7.23278   
0       1       5       	0.282	4.23859   
0       1       6       	0.956	14.3811   
0       1       7       	0.94 	14.1787   
0       1       8       	0.662	10.0443   
0       1       9       	0.956	14.3895   
0       1       10      	0.954	14.376    
0       1       11      	0.942	14.2004   
0       1       12      	0.772	11.6129   
0       1       13      	0.896	13.5588   
0       1       14      	0.368	5.51668   
0       1       15      	0.69 	10.393    
0       1       16      	0.94 	14.1563   
0       1       17      	0.686	10.3164   
0       1       18      	0.958	14.4318   
0       1       19      	0.74 	11.1409   
0       1       20      	0.336	5.03814   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.0041747   	90.5679      	0.401038   	13.9298   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.94 	13.1354   
0       1       2       	0.674	9.47055   
0       1       3       	0.548	7.58146   
0       1       4       	0.952	13.2771   
0       1       5       	0.756	10.6053   
0       1       6       	0.906	12.6319   
0       1       7       	0.062	0.834149  
0       1       8       	0.952	13.2894   
0       1       9       	0.232	3.26722   
0       1       10      	0.942	13.1434   
0       1       11      	0.06 	0.846976  
0       1       12      	0.456	6.33862   
0       1       13      	0.938	13.089    
0       1       14      	0.948	13.2204   
0       1       15      	0.69 	9.65897   
0       1       16      	0.998	13.9196   
0       1       17      	0.202	2.80388   
0       1       18      	0.152	2.12126   
0       1       19      	0.38 	5.36419   
0       1       20      	0.928	12.9533   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407122  	88.9657      	0.421501   	14.2855   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.922	13.1912   
0       1       2       	0.368	5.30799   
0       1       3       	0.826	11.8093   
0       1       4       	0.59 	8.40655   
0       1       5       	0.05 	0.719198  
0       1       6       	0.736	10.5057   
0       1       7       	0.132	1.93862   
0       1       8       	0.282	4.07226   
0       1       9       	0.81 	11.5751   
0       1       10      	0.668	9.50783   
0       1       11      	0.94 	13.4366   
0       1       12      	0.678	9.62527   
0       1       13      	0.928	13.2517   
0       1       14      	0.952	13.5932   
0       1       15      	0.336	4.78699   
0       1       16      	0.37 	5.23207   
0       1       17      	0.922	13.1948   
0       1       18      	0.924	13.231    
0       1       19      	0.938	13.3954   
0       1       20      	0.928	13.2532   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00416722  	90.5439      	0.405056   	13.9279   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.16 	2.2015    
0       1       2       	0.926	12.9311   
0       1       3       	0.96 	13.385    
0       1       4       	0.062	0.857986  
0       1       5       	0.09 	1.28978   
0       1       6       	0.094	1.28137   
0       1       7       	0.192	2.6705    
0       1       8       	0.828	11.5238   
0       1       9       	0.06 	0.788399  
0       1       10      	0.69 	9.60478   
0       1       11      	0.062	0.862273  
0       1       12      	0.954	13.3016   
0       1       13      	0.956	13.3487   
0       1       14      	0.354	4.96434   
0       1       15      	0.826	11.4979   
0       1       16      	0.862	12.056    
0       1       17      	0.354	4.94122   
0       1       18      	0.954	13.3203   
0       1       19      	0.826	11.5834   
0       1       20      	0.948	13.2478   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00449486  	93.6081      	0.364745   	12.9169   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.916	11.8083   
0       1       2       	0.83 	10.7101   
0       1       3       	0.052	0.656053  
0       1       4       	0.58 	7.55424   
0       1       5       	0.912	11.8283   
0       1       6       	0.938	12.1353   
0       1       7       	0.8  	10.2981   
0       1       8       	0.54 	6.92663   
0       1       9       	0.94 	12.2067   
0       1       10      	0.514	6.66373   
0       1       11      	0.564	7.34094   
0       1       12      	0.662	8.53487   
0       1       13      	0.93 	12.0263   
0       1       14      	0.06 	0.803804  
0       1       15      	0.748	9.68898   
0       1       16      	0.662	8.59365   
0       1       17      	0.942	12.1786   
0       1       18      	0.108	1.40647   
0       1       19      	0.078	0.989167  
0       1       20      	0.942	12.2032   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00436409  	92.7563      	0.373716   	13.2929   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.054	0.728943  
0       1       2       	0.322	4.26804   
0       1       3       	0.782	10.4168   
0       1       4       	0.574	7.68453   
0       1       5       	0.408	5.41978   
0       1       6       	0.926	12.3589   
0       1       7       	0.964	12.8984   
0       1       8       	0.408	5.39032   
0       1       9       	0.132	1.71404   
0       1       10      	0.128	1.69452   
0       1       11      	0.688	9.19843   
0       1       12      	0.662	8.84797   
0       1       13      	0.894	11.9248   
0       1       14      	0.856	11.3882   
0       1       15      	0.118	1.60479   
0       1       16      	0.05 	0.684504  
0       1       17      	0.928	12.3577   
0       1       18      	0.466	6.21957   
0       1       19      	0.972	12.9572   
0       1       20      	0.936	12.4871   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00428119  	91.8027      	0.391374   	13.5544   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.894	12.2049   
0       1       2       	0.8  	10.8071   
0       1       3       	0.202	2.74311   
0       1       4       	0.972	13.2353   
0       1       5       	0.132	1.7519    
0       1       6       	0.072	0.979786  
0       1       7       	0.8  	10.8764   
0       1       8       	0.958	13.0513   
0       1       9       	0.082	1.07238   
0       1       10      	0.926	12.5757   
0       1       11      	0.132	1.81522   
0       1       12      	0.81 	10.9907   
0       1       13      	0.54 	7.37247   
0       1       14      	0.93 	12.6487   
0       1       15      	0.156	2.13989   
0       1       16      	0.938	12.7464   
0       1       17      	0.96 	13.0489   
0       1       18      	0.954	12.9795   
0       1       19      	0.668	9.09227   
0       1       20      	0.564	7.659     
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398128  	86.8506      	0.440495   	14.6568   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.846	12.3887   
0       1       2       	0.944	13.8293   
0       1       3       	0.232	3.40041   
0       1       4       	0.398	5.77211   
0       1       5       	0.322	4.70946   
0       1       6       	0.69 	10.0468   
0       1       7       	0.894	13.1137   
0       1       8       	0.682	9.95902   
0       1       9       	0.896	13.1581   
0       1       10      	0.456	6.58054   
0       1       11      	0.912	13.3575   
0       1       12      	0.548	8.00079   
0       1       13      	0.054	0.788429  
0       1       14      	0.958	14.0424   
0       1       15      	0.728	10.6644   
0       1       16      	0.564	8.24318   
0       1       17      	0.736	10.7483   
0       1       18      	0.928	13.619    
0       1       19      	0.082	1.21629   
0       1       20      	0.152	2.20339   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387186  	83.7894      	0.46551    	15.0274   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.942	14.1983   
0       1       2       	0.048	0.74476   
0       1       3       	0.062	0.913914  
0       1       4       	0.226	3.41587   
0       1       5       	0.102	1.52922   
0       1       6       	0.942	14.156    
0       1       7       	0.896	13.5215   
0       1       8       	0.938	14.1102   
0       1       9       	0.96 	14.4015   
0       1       10      	0.928	13.9304   
0       1       11      	0.938	14.0747   
0       1       12      	0.15 	2.24139   
0       1       13      	0.068	1.02462   
0       1       14      	0.93 	13.9877   
0       1       15      	0.954	14.3705   
0       1       16      	0.062	0.960776  
0       1       17      	0.586	8.85508   
0       1       18      	0.082	1.21772   
0       1       19      	0.102	1.55567   
0       1       20      	0.736	11.092    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00439782  	92.8158      	0.377177   	13.2423   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.948	12.571    
0       1       2       	0.936	12.4116   
0       1       3       	0.92 	12.1956   
0       1       4       	0.336	4.41363   
0       1       5       	0.478	6.25009   
0       1       6       	0.064	0.808066  
0       1       7       	0.94 	12.4385   
0       1       8       	1    	13.2755   
0       1       9       	0.772	10.2025   
0       1       10      	0.914	12.1099   
0       1       11      	0.772	10.2098   
0       1       12      	0.368	4.81798   
0       1       13      	0.954	12.6626   
0       1       14      	0.476	6.31454   
0       1       15      	0.258	3.37921   
0       1       16      	0.258	3.36402   
0       1       17      	0.674	8.92776   
0       1       18      	0.058	0.751646  
0       1       19      	0.932	12.3074   
0       1       20      	0.408	5.43377   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00406435  	88.9226      	0.421762   	14.3081   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.956	13.6899   
0       1       2       	0.772	10.9707   
0       1       3       	0.614	8.75792   
0       1       4       	0.564	8.10465   
0       1       5       	0.368	5.2543    
0       1       6       	0.938	13.4332   
0       1       7       	0.068	0.95432   
0       1       8       	0.93 	13.3255   
0       1       9       	0.93 	13.3437   
0       1       10      	1    	14.3421   
0       1       11      	0.952	13.6389   
0       1       12      	0.944	13.5053   
0       1       13      	0.408	5.80009   
0       1       14      	0.728	10.3797   
0       1       15      	0.942	13.4988   
0       1       16      	0.826	11.8663   
0       1       17      	0.942	13.4919   
0       1       18      	0.662	9.52463   
0       1       19      	0.942	13.5081   
0       1       20      	0.772	11.0682   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396919  	86.769       	0.435758   	14.6785   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.398	5.74675   
0       1       2       	0.734	10.7852   
0       1       3       	0.936	13.7527   
0       1       4       	0.952	13.9296   
0       1       5       	0.96 	14.0575   
0       1       6       	0.668	9.85833   
0       1       7       	0.936	13.7534   
0       1       8       	0.942	13.8353   
0       1       9       	0.866	12.7503   
0       1       10      	0.282	4.15413   
0       1       11      	0.866	12.7326   
0       1       12      	0.748	11.0743   
0       1       13      	0.94 	13.8175   
0       1       14      	0.922	13.5389   
0       1       15      	0.952	13.9642   
0       1       16      	0.078	1.13763   
0       1       17      	0.372	5.52236   
0       1       18      	0.846	12.4176   
0       1       19      	0.466	6.79457   
0       1       20      	0.048	0.694184  
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00397521  	86.7783      	0.440725   	14.6549   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.896	13.0986   
0       1       2       	0.928	13.5806   
0       1       3       	0.944	13.8462   
0       1       4       	0.066	0.977325  
0       1       5       	0.054	0.773102  
0       1       6       	0.592	8.69819   
0       1       7       	0.054	0.79536   
0       1       8       	0.926	13.6029   
0       1       9       	0.064	0.914668  
0       1       10      	0.132	1.95141   
0       1       11      	0.922	13.5335   
0       1       12      	0.89 	13.0375   
0       1       13      	0.674	9.87643   
0       1       14      	0.74 	10.7927   
0       1       15      	0.866	12.7233   
0       1       16      	0.914	13.4325   
0       1       17      	0.896	13.1285   
0       1       18      	0.14 	2.00107   
0       1       19      	0.058	0.85707   
0       1       20      	0.476	6.92462   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00407457  	88.9503      	0.418578   	14.2795   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.174	2.53926   
0       1       2       	0.206	2.88537   
0       1       3       	0.922	13.1931   
0       1       4       	0.248	3.48475   
0       1       5       	0.846	12.0657   
0       1       6       	0.354	5.03492   
0       1       7       	0.8  	11.4464   
0       1       8       	0.082	1.16091   
0       1       9       	0.948	13.5894   
0       1       10      	0.922	13.209    
0       1       11      	0.936	13.3757   
0       1       12      	0.514	7.36991   
0       1       13      	0.69 	9.89593   
0       1       14      	0.102	1.46503   
0       1       15      	0.668	9.52083   
0       1       16      	0.948	13.5495   
0       1       17      	0.932	13.3339   
0       1       18      	0.944	13.504    
0       1       19      	0.58 	8.34563   
0       1       20      	0.932	13.3314   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00387236  	83.8141      	0.467278   	15.04     

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.548	8.26924   
0       1       2       	0.532	8.01041   
0       1       3       	0.398	5.98849   
0       1       4       	0.69 	10.3509   
0       1       5       	0.95 	14.3235   
0       1       6       	0.794	11.8798   
0       1       7       	0.322	4.85306   
0       1       8       	0.078	1.13522   
0       1       9       	0.974	14.6684   
0       1       10      	0.854	12.806    
0       1       11      	0.232	3.42969   
0       1       12      	0.942	14.1555   
0       1       13      	0.604	9.18124   
0       1       14      	0.064	0.991698  
0       1       15      	0.96 	14.4339   
0       1       16      	0.668	10.0185   
0       1       17      	1    	15.0685   
0       1       18      	0.854	12.8567   
0       1       19      	0.522	7.8631    
0       1       20      	1    	15.0436   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00427391  	91.7988      	0.388239   	13.5893   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.15 	2.05652   
0       1       2       	0.59 	8.01104   
0       1       3       	0.046	0.621833  
0       1       4       	0.078	1.06547   
0       1       5       	0.078	1.08123   
0       1       6       	0.94 	12.8186   
0       1       7       	0.156	2.1349    
0       1       8       	0.736	10.0398   
0       1       9       	0.932	12.683    
0       1       10      	0.668	9.04941   
0       1       11      	0.952	12.9367   
0       1       12      	0.954	13.0012   
0       1       13      	0.938	12.7547   
0       1       14      	0.93 	12.6464   
0       1       15      	0.6  	8.09503   
0       1       16      	0.736	10.0335   
0       1       17      	0.258	3.47115   
0       1       18      	0.728	9.94323   
0       1       19      	0.682	9.24165   
0       1       20      	0.202	2.83961   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00424883  	91.7387      	0.383599   	13.6808   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.958	13.1519   
0       1       2       	0.622	8.5035    
0       1       3       	0.678	9.24939   
0       1       4       	0.736	10.0872   
0       1       5       	0.476	6.47718   
0       1       6       	0.18 	2.43809   
0       1       7       	0.95 	13.0365   
0       1       8       	0.466	6.37131   
0       1       9       	0.928	12.7207   
0       1       10      	0.336	4.55732   
0       1       11      	0.896	12.2964   
0       1       12      	0.54 	7.38433   
0       1       13      	0.894	12.2616   
0       1       14      	0.938	12.8594   
0       1       15      	0.69 	9.4614    
0       1       16      	0.936	12.8704   
0       1       17      	0.972	13.3558   
0       1       18      	0.962	13.1904   
0       1       19      	0.896	12.3023   
0       1       20      	0.128	1.80044   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00398134  	86.8578      	0.439717   	14.6405   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.152	2.22136   
0       1       2       	0.952	13.9778   
0       1       3       	0.826	12.1296   
0       1       4       	0.662	9.64201   
0       1       5       	0.96 	14.0663   
0       1       6       	0.96 	14.0761   
0       1       7       	0.956	13.9977   
0       1       8       	0.58 	8.48701   
0       1       9       	0.514	7.5291    
0       1       10      	0.906	13.2863   
0       1       11      	0.912	13.3784   
0       1       12      	0.408	5.90276   
0       1       13      	0.548	8.02718   
0       1       14      	0.078	1.1345    
0       1       15      	0.174	2.56426   
0       1       16      	0.368	5.39821   
0       1       17      	1    	14.6367   
0       1       18      	0.064	0.927205  
0       1       19      	0.95 	13.9183   
0       1       20      	0.94 	13.7411   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00467503  	94.7853      	0.341579   	12.4027   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.366	4.57377   
0       1       2       	0.048	0.615464  
0       1       3       	0.952	11.8843   
0       1       4       	0.928	11.5621   
0       1       5       	0.81 	10.1162   
0       1       6       	0.072	0.888743  
0       1       7       	0.942	11.723    
0       1       8       	0.456	5.64844   
0       1       9       	0.94 	11.7008   
0       1       10      	0.932	11.5973   
0       1       11      	0.282	3.45058   
0       1       12      	0.094	1.20529   
0       1       13      	0.772	9.61064   
0       1       14      	0.516	6.47739   
0       1       15      	0.89 	11.092    
0       1       16      	0.316	3.97199   
0       1       17      	0.16 	1.97483   
0       1       18      	0.94 	11.6735   
0       1       19      	0.948	11.8192   
0       1       20      	0.94 	11.6976   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00408074  	88.9678      	0.420352   	14.2643   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.938	13.3345   
0       1       2       	0.928	13.2054   
0       1       3       	0.958	13.6601   
0       1       4       	0.884	12.6245   
0       1       5       	0.948	13.5548   
0       1       6       	0.946	13.5065   
0       1       7       	0.956	13.628    
0       1       8       	0.158	2.18233   
0       1       9       	0.912	12.9749   
0       1       10      	0.15 	2.15756   
0       1       11      	0.906	12.8872   
0       1       12      	0.336	4.76467   
0       1       13      	0.316	4.48367   
0       1       14      	0.05 	0.70376   
0       1       15      	0.668	9.58727   
0       1       16      	0.59 	8.36632   
0       1       17      	0.826	11.7621   
0       1       18      	0.93 	13.2095   
0       1       19      	0.956	13.6383   
0       1       20      	0.942	13.4338   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00417694  	90.5553      	0.402783   	13.9291   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.122	1.72287   
0       1       2       	0.152	2.10281   
0       1       3       	0.06 	0.781444  
0       1       4       	0.826	11.4822   
0       1       5       	0.83 	11.5272   
0       1       6       	0.928	12.9729   
0       1       7       	0.854	11.8967   
0       1       8       	0.96 	13.3374   
0       1       9       	0.948	13.2175   
0       1       10      	0.476	6.60355   
0       1       11      	0.866	12.0611   
0       1       12      	0.948	13.2343   
0       1       13      	0.15 	2.09519   
0       1       14      	0.214	2.98265   
0       1       15      	0.202	2.83016   
0       1       16      	0.59 	8.18725   
0       1       17      	0.942	13.1388   
0       1       18      	0.954	13.3283   
